unix_ms,lsl_unix_ts,X,Y,Z
1767593587080,1767593587.0709424,-1.0990896224975586,18.886396408081055,-8.747856140136719
1767593587081,1767593587.0709617,-1.166380763053894,13.884417533874512,-8.755332946777344
1767593587081,1767593587.0709808,-1.158903956413269,7.843163013458252,-7.813255786895752
1767593587081,1767593587.0759423,-1.218718409538269,2.078550338745117,-6.01134729385376
1767593587081,1767593587.0759616,-1.5925583839416504,-2.743985652923584,-3.7234463691711426
1767593587081,1767593587.0759807,-2.631833553314209,-5.607600212097168,-1.495360016822815
1767593587276,1767593587.1759424,-3.7533535957336426,-6.863702297210693,0.44113120436668396
1767593587276,1767593587.1759617,-4.381404876708984,-7.207635402679443,1.8991072177886963
1767593587276,1767593587.1759808,-3.8505520820617676,-6.744073390960693,2.968289613723755
1767593587276,1767593587.1809423,-2.392575979232788,-5.256190299987793,3.8206448554992676
1767593587276,1767593587.1809616,-0.590667188167572,-3.259884834289551,4.471126556396484
1767593587276,1767593587.1809807,0.7626336216926575,-1.420591950416565,4.650569438934326
1767593587276,1767593587.2369423,1.7944320440292358,0.014953600242733955,4.179531097412109
1767593587276,1767593587.2369616,2.616879940032959,0.9794607758522034,3.3720366954803467
1767593587276,1767593587.2369807,3.4019439220428467,1.1364736557006836,2.377622365951538
1767593587406,1767593587.3399422,4.157100677490234,0.8897392153739929,1.45797598361969
1767593587406,1767593587.3399615,4.912257671356201,0.575713574886322,0.7402032017707825
1767593587406,1767593587.3399806,5.71227502822876,0.7177727818489075,0.35888639092445374
1767593587406,1767593587.3539424,6.14592981338501,1.151427149772644,0.2392576038837433
1767593587407,1767593587.3539617,6.183313369750977,1.6897567510604858,0.2467343956232071
1767593587407,1767593587.3539808,6.377710342407227,2.459867238998413,0.5532832145690918
1767593587407,1767593587.4039423,6.841271877288818,3.327176094055176,0.8149712085723877
1767593587408,1767593587.4039617,7.31978702545166,4.762721538543701,0.6729120016098022
1767593587408,1767593587.4039807,7.37960147857666,5.95153284072876,0.10467520356178284
1767593587482,1767593587.4799423,6.430047988891602,6.572107315063477,-1.495360016822815
1767593587482,1767593587.4799616,4.620662212371826,6.243127822875977,-3.6262478828430176
1767593587482,1767593587.4799807,2.953336000442505,4.179531097412109,-5.286097526550293
1767593587562,1767593587.5359423,2.108457565307617,-0.620574414730072,-5.248713493347168
1767593587562,1767593587.5359616,1.8019088506698608,-7.45436954498291,-4.142147064208984
1767593587562,1767593587.5359807,1.1289968490600586,-12.972248077392578,-3.072964906692505
1767593587602,1767593587.5969422,0.10467520356178284,-15.835862159729004,-2.063596725463867
1767593587602,1767593587.5969615,-1.3757312297821045,-15.962967872619629,-1.3458240032196045
1767593587602,1767593587.5969806,-3.072964906692505,-13.809649467468262,-0.9196463823318481
1767593587676,1767593587.6539423,-4.942164897918701,-10.093680381774902,-0.6878656148910522
1767593587677,1767593587.6539617,-6.512292861938477,-5.89171838760376,-0.43365439772605896
1767593587677,1767593587.6539807,-7.57399845123291,-1.5626511573791504,0.41870081424713135
1767593587705,1767593587.6989422,-7.312310218811035,3.9103662967681885,2.0037825107574463
1767593587705,1767593587.6989615,-5.80199670791626,10.101157188415527,4.358974456787109
1767593587705,1767593587.6989806,-3.4318511486053467,15.723710060119629,7.088006496429443
