unix_ms,lsl_unix_ts,TP9,AF7,AF8,TP10,Right AUX
1767829403205,1767829403.1629374,-21.484375,5.859375,-63.4765625,-50.78125,-5.859375
1767829403205,1767829403.1668437,-13.18359375,1.46484375,-60.546875,-46.875,-206.0546875
1767829403205,1767829403.17075,-9.27734375,-5.37109375,-61.03515625,-38.57421875,-89.35546875
1767829403205,1767829403.1746562,-11.71875,-6.34765625,-62.98828125,-38.57421875,-24.4140625
1767829403205,1767829403.1785624,-5.859375,-5.859375,-58.10546875,-28.80859375,-20.5078125
1767829403205,1767829403.1824687,-6.8359375,-5.859375,-53.7109375,-30.76171875,-92.28515625
1767829403205,1767829403.186375,-13.671875,-14.16015625,-55.6640625,-29.78515625,-25.390625
1767829403205,1767829403.1902812,-2.44140625,-15.625,-57.6171875,-15.625,227.5390625
1767829403205,1767829403.1941874,3.41796875,-2.9296875,-58.10546875,-8.7890625,47.36328125
1767829403205,1767829403.1980937,-6.34765625,-5.859375,-53.7109375,-10.25390625,-158.69140625
1767829403257,1767829403.200125,-2.9296875,-11.23046875,-49.31640625,-4.39453125,28.3203125
1767829403257,1767829403.2040312,-3.90625,-13.671875,-50.29296875,6.8359375,142.08984375
1767829403257,1767829403.2079375,-13.18359375,-13.18359375,-45.41015625,1.46484375,-17.578125
1767829403257,1767829403.2118437,-11.23046875,-9.27734375,-44.43359375,-4.39453125,-102.5390625
1767829403257,1767829403.21575,-3.41796875,-18.5546875,-43.9453125,5.859375,87.40234375
1767829403257,1767829403.2196562,-0.9765625,-15.13671875,-36.1328125,11.23046875,230.46875
1767829403257,1767829403.2235625,-6.34765625,-8.30078125,-35.15625,1.46484375,77.63671875
1767829403257,1767829403.2274687,-4.8828125,-9.27734375,-40.52734375,3.90625,-95.703125
1767829403257,1767829403.231375,3.90625,-9.765625,-41.50390625,20.01953125,99.609375
1767829403257,1767829403.2352812,-1.953125,-13.18359375,-40.52734375,15.625,142.08984375
1767829403257,1767829403.2391875,-5.859375,-10.7421875,-49.8046875,3.41796875,-91.796875
1767829403257,1767829403.2430937,-11.71875,-13.18359375,-56.15234375,0.0,-75.1953125
1767829403301,1767829403.245125,-14.6484375,-16.6015625,-49.8046875,2.44140625,-30.76171875
1767829403302,1767829403.2490313,-19.04296875,-19.04296875,-47.8515625,-3.90625,67.87109375
1767829403302,1767829403.2529376,-27.83203125,-24.4140625,-49.31640625,-18.06640625,-5.37109375
1767829403302,1767829403.2568438,-33.203125,-30.2734375,-49.8046875,-24.90234375,50.29296875
1767829403302,1767829403.26075,-39.55078125,-30.76171875,-55.6640625,-31.73828125,75.1953125
1767829403302,1767829403.2646563,-36.62109375,-27.34375,-57.6171875,-45.41015625,34.66796875
1767829403302,1767829403.2685626,-29.78515625,-29.296875,-56.15234375,-50.78125,42.48046875
1767829403302,1767829403.2724688,-31.73828125,-34.1796875,-55.6640625,-44.921875,158.203125
1767829403302,1767829403.276375,-35.15625,-36.62109375,-59.08203125,-48.33984375,306.15234375
1767829403302,1767829403.2802813,-27.83203125,-36.1328125,-60.05859375,-50.78125,63.4765625
1767829403302,1767829403.2841876,-29.296875,-46.875,-57.6171875,-44.921875,-93.75
1767829403302,1767829403.2880938,-44.43359375,-53.7109375,-57.6171875,-32.2265625,-34.66796875
1767829403342,1767829403.290125,-58.59375,-56.640625,-54.6875,-21.97265625,-115.234375
1767829403342,1767829403.2940311,-61.5234375,-55.17578125,-47.8515625,-13.18359375,-111.328125
1767829403342,1767829403.2979374,-59.5703125,-52.734375,-34.66796875,-9.765625,-64.94140625
1767829403342,1767829403.3018436,-68.84765625,-62.98828125,-36.1328125,-22.94921875,167.96875
1767829403342,1767829403.30575,-72.265625,-61.5234375,-46.38671875,-31.25,290.0390625
1767829403342,1767829403.3096561,-59.5703125,-49.8046875,-45.8984375,-39.55078125,-24.4140625
1767829403342,1767829403.3135624,-45.8984375,-49.8046875,-41.9921875,-44.921875,-59.5703125
1767829403342,1767829403.3174686,-38.57421875,-53.22265625,-41.9921875,-40.52734375,151.85546875
1767829403342,1767829403.321375,-40.0390625,-48.828125,-39.55078125,-38.0859375,171.875
1767829403342,1767829403.3252811,-38.57421875,-44.921875,-34.66796875,-41.50390625,-172.36328125
1767829403342,1767829403.3291874,-31.73828125,-47.8515625,-33.203125,-39.0625,-190.4296875
1767829403342,1767829403.3330936,-31.25,-48.828125,-31.73828125,-33.69140625,-85.44921875
1767829403387,1767829403.334125,-35.15625,-46.38671875,-24.90234375,-28.80859375,-86.9140625
1767829403387,1767829403.3380313,-41.015625,-49.31640625,-24.90234375,-32.2265625,-110.3515625
1767829403387,1767829403.3419375,-44.43359375,-52.24609375,-31.25,-42.96875,-87.890625
1767829403387,1767829403.3458438,-39.0625,-47.36328125,-32.2265625,-42.96875,-41.50390625
1767829403387,1767829403.34975,-35.15625,-44.43359375,-28.80859375,-45.41015625,-110.3515625
1767829403387,1767829403.3536563,-43.9453125,-45.8984375,-32.2265625,-56.640625,-43.45703125
1767829403387,1767829403.3575625,-38.57421875,-45.41015625,-36.1328125,-53.7109375,166.50390625
1767829403387,1767829403.3614688,-35.64453125,-45.41015625,-34.66796875,-40.52734375,524.4140625
1767829403387,1767829403.365375,-35.64453125,-40.52734375,-33.69140625,-38.0859375,444.3359375
1767829403387,1767829403.3692813,-37.59765625,-38.57421875,-31.25,-50.78125,11.71875
1767829403387,1767829403.3731875,-45.8984375,-40.52734375,-31.25,-57.12890625,-94.23828125
1767829403388,1767829403.3770938,-41.015625,-37.109375,-36.62109375,-59.08203125,-158.69140625
1767829403446,1767829403.395125,-41.9921875,-40.52734375,-41.015625,-57.6171875,-177.734375
1767829403446,1767829403.3990312,-55.17578125,-51.26953125,-37.59765625,-48.828125,-92.7734375
1767829403446,1767829403.4029374,-55.17578125,-56.15234375,-37.109375,-50.29296875,53.22265625
1767829403446,1767829403.4068437,-44.921875,-48.33984375,-36.62109375,-50.78125,51.7578125
1767829403446,1767829403.41075,-44.43359375,-50.29296875,-39.0625,-48.828125,-122.55859375
1767829403446,1767829403.4146562,-46.38671875,-51.26953125,-41.50390625,-55.17578125,-113.28125
1767829403446,1767829403.4185624,-42.48046875,-47.8515625,-40.0390625,-43.9453125,203.125
1767829403446,1767829403.4224687,-34.1796875,-45.8984375,-41.9921875,-39.55078125,230.95703125
1767829403446,1767829403.426375,-37.109375,-39.0625,-42.48046875,-45.41015625,-87.890625
1767829403446,1767829403.4302812,-41.50390625,-43.9453125,-42.48046875,-40.52734375,-146.97265625
1767829403446,1767829403.4341874,-44.43359375,-47.36328125,-43.45703125,-45.8984375,-64.94140625
1767829403446,1767829403.4380937,-37.59765625,-41.015625,-42.96875,-51.7578125,-137.20703125
1767829403491,1767829403.425125,-34.66796875,-43.9453125,-41.50390625,-43.45703125,-354.4921875
1767829403491,1767829403.4290311,-41.015625,-52.734375,-42.96875,-35.15625,-335.9375
1767829403491,1767829403.4329374,-41.9921875,-53.7109375,-46.38671875,-44.43359375,-282.2265625
1767829403491,1767829403.4368436,-42.96875,-50.29296875,-49.8046875,-58.59375,-352.05078125
1767829403491,1767829403.44075,-41.50390625,-49.31640625,-44.43359375,-58.59375,-378.90625
1767829403491,1767829403.4446561,-46.38671875,-51.7578125,-42.48046875,-60.546875,-164.0625
1767829403491,1767829403.4485624,-56.15234375,-51.7578125,-46.875,-65.91796875,66.89453125
1767829403491,1767829403.4524686,-55.17578125,-50.29296875,-43.45703125,-62.98828125,-15.13671875
1767829403491,1767829403.456375,-48.828125,-50.29296875,-46.875,-65.4296875,-115.72265625
1767829403491,1767829403.4602811,-48.33984375,-49.31640625,-47.8515625,-66.40625,26.85546875
1767829403491,1767829403.4641874,-50.29296875,-45.41015625,-43.9453125,-63.96484375,229.98046875
1767829403491,1767829403.4680936,-56.640625,-43.9453125,-52.24609375,-70.80078125,59.5703125
1767829403535,1767829403.471125,-55.6640625,-45.8984375,-59.5703125,-71.2890625,-125.48828125
1767829403535,1767829403.4750311,-50.29296875,-50.78125,-51.7578125,-54.6875,109.375
1767829403535,1767829403.4789374,-53.7109375,-51.7578125,-41.9921875,-49.31640625,252.9296875
1767829403535,1767829403.4828436,-59.08203125,-44.43359375,-39.55078125,-69.82421875,-44.43359375
1767829403535,1767829403.48675,-45.41015625,-37.109375,-36.1328125,-64.94140625,-179.6875
1767829403535,1767829403.4906561,-23.92578125,-38.0859375,-29.296875,-36.62109375,115.72265625
1767829403535,1767829403.4945624,-35.64453125,-44.43359375,-31.25,-49.8046875,93.26171875
1767829403535,1767829403.4984686,-62.5,-45.8984375,-32.2265625,-75.1953125,-121.09375
1767829403535,1767829403.502375,-73.73046875,-55.17578125,-33.203125,-82.03125,-65.4296875
1767829403535,1767829403.5062811,-83.0078125,-57.6171875,-40.0390625,-92.28515625,21.97265625
1767829403535,1767829403.5101874,-90.33203125,-58.10546875,-37.109375,-100.5859375,-13.18359375
1767829403535,1767829403.5140936,-95.703125,-65.91796875,-36.1328125,-109.86328125,-242.1875
1767829403581,1767829403.530125,-110.3515625,-59.5703125,-39.0625,-122.0703125,-172.36328125
1767829403581,1767829403.5340312,-115.234375,-56.640625,-39.0625,-129.39453125,-3.41796875
1767829403581,1767829403.5379374,-124.51171875,-61.03515625,-40.52734375,-144.04296875,-38.57421875
1767829403581,1767829403.5418437,-137.6953125,-65.4296875,-43.45703125,-150.390625,-226.5625
1767829403581,1767829403.54575,-145.99609375,-70.80078125,-39.55078125,-155.76171875,-136.71875
1767829403581,1767829403.5496562,-154.296875,-69.3359375,-34.1796875,-162.59765625,151.85546875
1767829403581,1767829403.5535624,-148.92578125,-59.08203125,-34.66796875,-162.109375,52.24609375
1767829403581,1767829403.5574687,-150.390625,-58.59375,-35.64453125,-163.0859375,-82.51953125
1767829403581,1767829403.561375,-170.8984375,-74.70703125,-43.9453125,-170.41015625,6.34765625
1767829403581,1767829403.5652812,-175.29296875,-73.73046875,-39.55078125,-173.33984375,168.9453125
1767829403581,1767829403.5691874,-159.1796875,-62.5,-45.8984375,-169.43359375,62.98828125
1767829403581,1767829403.5730937,-155.2734375,-55.17578125,-55.17578125,-169.43359375,-57.6171875
1767829403626,1767829403.575125,-161.62109375,-47.36328125,-41.015625,-169.43359375,5.859375
1767829403626,1767829403.5790312,-167.96875,-58.59375,-45.8984375,-166.50390625,-38.57421875
1767829403626,1767829403.5829375,-163.57421875,-66.40625,-58.59375,-155.76171875,-203.125
1767829403626,1767829403.5868437,-158.203125,-60.05859375,-57.12890625,-159.66796875,-344.23828125
1767829403626,1767829403.59075,-149.90234375,-59.5703125,-41.015625,-155.76171875,-28.80859375
1767829403626,1767829403.5946562,-145.01953125,-58.59375,-47.8515625,-140.13671875,320.80078125
1767829403626,1767829403.5985625,-141.11328125,-62.5,-47.36328125,-140.625,91.30859375
1767829403626,1767829403.6024687,-130.859375,-68.84765625,-33.69140625,-134.765625,-104.4921875
1767829403626,1767829403.606375,-129.8828125,-82.03125,-32.2265625,-117.1875,119.62890625
1767829403626,1767829403.6102812,-138.671875,-86.9140625,-36.62109375,-112.79296875,242.67578125
1767829403626,1767829403.6141875,-130.859375,-78.125,-44.921875,-116.2109375,-127.9296875
1767829403626,1767829403.6180937,-106.4453125,-79.58984375,-47.8515625,-104.4921875,-190.91796875
1767829403688,1767829403.635125,-100.09765625,-79.58984375,-47.36328125,-92.28515625,-178.22265625
1767829403688,1767829403.6390312,-104.00390625,-82.51953125,-38.57421875,-91.796875,-259.27734375
1767829403688,1767829403.6429374,-98.14453125,-82.03125,-41.015625,-86.42578125,-326.171875
1767829403688,1767829403.6468437,-90.8203125,-83.49609375,-49.31640625,-76.171875,-282.71484375
1767829403688,1767829403.65075,-83.49609375,-85.9375,-45.8984375,-68.359375,-216.796875
1767829403688,1767829403.6546562,-83.0078125,-85.9375,-47.8515625,-61.5234375,-301.7578125
1767829403688,1767829403.6585624,-85.9375,-83.0078125,-58.59375,-62.5,-152.34375
1767829403688,1767829403.6624687,-70.80078125,-85.9375,-57.12890625,-52.24609375,125.9765625
1767829403688,1767829403.666375,-58.59375,-90.33203125,-54.19921875,-42.48046875,323.2421875
1767829403688,1767829403.6702812,-62.5,-77.1484375,-59.5703125,-45.8984375,116.2109375
1767829403688,1767829403.6741874,-59.08203125,-73.2421875,-55.6640625,-45.8984375,-211.9140625
1767829403688,1767829403.6780937,-45.8984375,-79.58984375,-50.78125,-32.71484375,-164.55078125
1767829403716,1767829403.665125,-38.57421875,-84.9609375,-47.36328125,-23.4375,-154.296875
1767829403716,1767829403.6690311,-36.1328125,-84.9609375,-55.6640625,-21.484375,-136.71875
1767829403716,1767829403.6729374,-30.76171875,-71.77734375,-64.453125,-23.92578125,-86.42578125
1767829403716,1767829403.6768436,-26.85546875,-71.77734375,-61.5234375,-20.99609375,40.0390625
1767829403716,1767829403.68075,-26.85546875,-69.3359375,-51.26953125,-10.7421875,76.171875
1767829403716,1767829403.6846561,-23.4375,-63.96484375,-49.8046875,-11.71875,-117.1875
1767829403716,1767829403.6885624,-22.4609375,-64.94140625,-52.24609375,-13.671875,-130.37109375
1767829403716,1767829403.6924686,-25.87890625,-66.40625,-52.734375,-17.578125,-4.8828125
1767829403716,1767829403.696375,-21.484375,-66.40625,-57.12890625,-21.484375,-65.4296875
1767829403716,1767829403.7002811,-15.625,-63.96484375,-58.10546875,-18.06640625,-174.31640625
1767829403716,1767829403.7041874,-21.97265625,-65.91796875,-54.6875,-22.94921875,-206.54296875
1767829403716,1767829403.7080936,-21.97265625,-77.63671875,-51.7578125,-20.5078125,81.54296875
1767829403764,1767829403.709125,-13.671875,-73.2421875,-46.875,-15.13671875,124.0234375
1767829403764,1767829403.7130313,-18.5546875,-58.10546875,-46.875,-23.92578125,-258.30078125
1767829403764,1767829403.7169375,-22.4609375,-62.98828125,-51.26953125,-23.4375,-225.09765625
1767829403764,1767829403.7208438,-17.578125,-62.5,-46.875,-28.3203125,-109.375
1767829403764,1767829403.72475,-15.13671875,-61.03515625,-51.7578125,-28.80859375,-112.3046875
1767829403764,1767829403.7286563,-9.765625,-62.98828125,-55.17578125,-22.4609375,-109.86328125
1767829403764,1767829403.7325625,-6.34765625,-57.6171875,-50.29296875,-24.4140625,191.40625
1767829403764,1767829403.7364688,-10.7421875,-55.6640625,-43.45703125,-17.08984375,416.50390625
1767829403764,1767829403.740375,-9.765625,-54.19921875,-43.9453125,-20.99609375,68.359375
1767829403764,1767829403.7442813,-4.8828125,-55.17578125,-53.22265625,-32.2265625,-242.1875
1767829403764,1767829403.7481875,-8.30078125,-57.6171875,-57.12890625,-29.296875,-234.375
1767829403764,1767829403.7520938,-17.08984375,-53.7109375,-57.6171875,-27.83203125,-188.4765625
1767829403821,1767829403.756125,-20.01953125,-47.8515625,-56.640625,-29.78515625,-154.78515625
1767829403821,1767829403.7600312,-14.6484375,-46.875,-51.7578125,-26.3671875,-120.60546875
1767829403821,1767829403.7639375,-20.5078125,-50.78125,-49.8046875,-22.94921875,187.5
1767829403821,1767829403.7678437,-37.109375,-49.8046875,-53.7109375,-33.203125,358.88671875
1767829403821,1767829403.77175,-41.015625,-43.45703125,-49.8046875,-39.0625,44.43359375
1767829403821,1767829403.7756562,-33.69140625,-45.41015625,-43.45703125,-33.203125,-18.5546875
1767829403821,1767829403.7795625,-34.66796875,-47.8515625,-45.41015625,-27.83203125,231.4453125
1767829403821,1767829403.7834687,-40.0390625,-45.8984375,-46.875,-29.78515625,214.84375
1767829403821,1767829403.787375,-42.96875,-43.45703125,-42.96875,-34.1796875,-65.4296875
1767829403821,1767829403.7912812,-41.9921875,-44.921875,-45.8984375,-32.71484375,-56.640625
1767829403821,1767829403.7951875,-41.50390625,-44.921875,-46.38671875,-42.96875,-99.12109375
1767829403821,1767829403.7990937,-45.8984375,-44.921875,-48.828125,-56.15234375,-78.61328125
1767829403863,1767829403.801125,-43.45703125,-48.33984375,-48.828125,-52.734375,-54.19921875
1767829403863,1767829403.8050313,-39.0625,-52.24609375,-41.015625,-41.9921875,-166.015625
1767829403863,1767829403.8089375,-43.45703125,-52.24609375,-44.921875,-43.45703125,-138.671875
1767829403863,1767829403.8128438,-46.38671875,-45.41015625,-43.9453125,-46.38671875,-104.00390625
1767829403863,1767829403.81675,-50.29296875,-39.55078125,-40.0390625,-49.31640625,-128.41796875
1767829403863,1767829403.8206563,-49.8046875,-48.33984375,-45.8984375,-48.33984375,8.7890625
1767829403863,1767829403.8245625,-43.9453125,-52.734375,-45.8984375,-35.64453125,305.17578125
1767829403863,1767829403.8284688,-47.36328125,-42.96875,-44.43359375,-36.62109375,90.33203125
1767829403863,1767829403.832375,-53.7109375,-42.48046875,-43.45703125,-47.8515625,-275.87890625
1767829403863,1767829403.8362813,-60.05859375,-52.734375,-42.48046875,-43.45703125,-116.69921875
1767829403863,1767829403.8401875,-53.7109375,-50.29296875,-40.0390625,-33.203125,44.921875
1767829403863,1767829403.8440938,-49.31640625,-39.0625,-39.0625,-41.9921875,-120.1171875
1767829403926,1767829403.860125,-47.8515625,-41.50390625,-40.0390625,-43.9453125,-159.66796875
1767829403926,1767829403.8640313,-48.33984375,-43.45703125,-42.48046875,-42.96875,34.1796875
1767829403926,1767829403.8679376,-41.50390625,-40.52734375,-43.45703125,-40.52734375,-10.7421875
1767829403926,1767829403.8718438,-39.0625,-41.50390625,-40.0390625,-38.57421875,-151.85546875
1767829403926,1767829403.87575,-48.828125,-44.921875,-41.50390625,-50.78125,-180.17578125
1767829403926,1767829403.8796563,-53.7109375,-45.8984375,-47.36328125,-56.640625,206.0546875
1767829403926,1767829403.8835626,-50.29296875,-43.9453125,-48.828125,-62.01171875,430.6640625
1767829403926,1767829403.8874688,-42.48046875,-42.96875,-43.45703125,-69.82421875,4.39453125
1767829403926,1767829403.891375,-33.203125,-41.9921875,-39.55078125,-66.40625,-117.67578125
1767829403926,1767829403.8952813,-35.64453125,-44.921875,-39.55078125,-61.03515625,72.265625
1767829403926,1767829403.8991876,-50.78125,-42.96875,-34.66796875,-55.6640625,-9.27734375
1767829403926,1767829403.9030938,-58.59375,-45.41015625,-31.25,-54.6875,-235.3515625
1767829403957,1767829403.905125,-76.171875,-52.734375,-30.76171875,-60.05859375,-145.01953125
1767829403957,1767829403.9090312,-96.6796875,-50.78125,-27.34375,-60.546875,-16.11328125
1767829403957,1767829403.9129374,-103.515625,-52.734375,-20.01953125,-63.96484375,59.5703125
1767829403957,1767829403.9168437,-104.98046875,-48.828125,-12.6953125,-60.05859375,-103.02734375
1767829403957,1767829403.92075,-113.28125,-46.875,-13.18359375,-72.265625,-177.734375
1767829403957,1767829403.9246562,-114.2578125,-46.38671875,-12.6953125,-90.8203125,-13.671875
1767829403957,1767829403.9285624,-127.9296875,-43.45703125,-11.71875,-109.86328125,-83.984375
1767829403957,1767829403.9324687,-145.99609375,-44.921875,-6.8359375,-134.765625,-112.79296875
1767829403957,1767829403.936375,-177.24609375,-48.828125,-7.8125,-172.36328125,66.89453125
1767829403957,1767829403.9402812,-223.6328125,-35.64453125,-5.37109375,-222.65625,290.0390625
1767829403957,1767829403.9441874,-254.8828125,-20.5078125,4.8828125,-263.18359375,155.76171875
1767829403957,1767829403.9480937,-298.828125,-33.69140625,0.9765625,-310.05859375,-69.3359375
1767829404001,1767829403.950125,-334.47265625,-51.7578125,13.671875,-349.12109375,35.15625
1767829404001,1767829403.9540312,-369.140625,-51.26953125,27.34375,-373.046875,253.41796875
1767829404001,1767829403.9579375,-395.99609375,-44.43359375,22.4609375,-395.99609375,-6.34765625
1767829404001,1767829403.9618437,-397.94921875,-49.8046875,19.53125,-412.109375,-276.3671875
1767829404001,1767829403.96575,-385.7421875,-50.29296875,24.90234375,-403.3203125,-15.625
1767829404001,1767829403.9696562,-391.6015625,-51.26953125,26.85546875,-404.296875,96.6796875
1767829404001,1767829403.9735625,-384.27734375,-46.38671875,32.2265625,-399.4140625,-72.265625
1767829404001,1767829403.9774687,-362.79296875,-38.0859375,32.71484375,-388.18359375,-115.72265625
1767829404001,1767829403.981375,-351.07421875,-42.48046875,23.92578125,-375.0,87.890625
1767829404001,1767829403.9852812,-349.609375,-46.38671875,23.4375,-362.79296875,91.30859375
1767829404001,1767829403.9891875,-338.37890625,-41.015625,21.97265625,-353.02734375,-196.2890625
1767829404001,1767829403.9930937,-324.21875,-46.875,23.92578125,-333.49609375,-122.0703125
1767829404058,1767829403.995125,-312.5,-52.734375,26.85546875,-317.87109375,57.6171875
1767829404058,1767829403.9990313,-291.50390625,-37.109375,21.97265625,-299.31640625,79.1015625
1767829404058,1767829404.0029376,-283.203125,-36.1328125,13.18359375,-291.015625,-65.4296875
1767829404058,1767829404.0068438,-275.390625,-41.015625,5.859375,-285.64453125,-126.46484375
1767829404058,1767829404.01075,-257.32421875,-36.62109375,6.34765625,-269.53125,-46.875
1767829404058,1767829404.0146563,-251.46484375,-41.9921875,3.90625,-262.6953125,0.48828125
1767829404058,1767829404.0185626,-243.65234375,-43.9453125,-6.8359375,-263.18359375,-47.36328125
1767829404058,1767829404.0224688,-233.88671875,-42.96875,-12.20703125,-255.859375,50.78125
1767829404062,1767829404.026375,-225.5859375,-43.45703125,-10.25390625,-246.58203125,243.65234375
1767829404062,1767829404.0302813,-214.84375,-39.0625,-8.7890625,-237.3046875,52.24609375
1767829404062,1767829404.0341876,-206.0546875,-39.0625,-12.20703125,-228.02734375,-85.44921875
1767829404062,1767829404.0380938,-208.0078125,-44.921875,-10.7421875,-218.75,-30.2734375
1767829404094,1767829404.041125,-196.77734375,-43.45703125,-9.27734375,-197.75390625,-67.87109375
1767829404094,1767829404.0450313,-182.12890625,-31.25,-19.04296875,-186.5234375,-90.8203125
1767829404094,1767829404.0489376,-179.19921875,-32.2265625,-20.5078125,-189.453125,-153.80859375
