TimeStamp,unix_ms,lsl_unix_ts,TP9,AF7,AF8,TP10
2025-10-15 12:46:03.594,1760546763594,1760546763.594,823.992673992674,808.6813186813187,845.7509157509157,810.2930402930403
2025-10-15 12:46:03.594,1760546763594,1760546763.594,804.6520146520147,804.6520146520147,821.5750915750916,801.4285714285714
2025-10-15 12:46:03.595,1760546763595,1760546763.595,827.2161172161173,795.7875457875458,811.0989010989011,812.7106227106227
2025-10-15 12:46:03.595,1760546763595,1760546763.595,835.6776556776557,798.6080586080586,823.5897435897436,822.3809523809524
2025-10-15 12:46:03.595,1760546763595,1760546763.595,811.5018315018315,798.2051282051282,822.3809523809524,813.1135531135532
2025-10-15 12:46:03.595,1760546763595,1760546763.595,809.4871794871796,801.4285714285714,811.0989010989011,799.4139194139194
2025-10-15 12:46:03.595,1760546763595,1760546763.595,800.2197802197802,796.996336996337,782.4908424908425,806.6666666666667
2025-10-15 12:46:03.596,1760546763596,1760546763.596,823.992673992674,805.4578754578755,834.8717948717949,823.5897435897436
2025-10-15 12:46:03.596,1760546763596,1760546763.596,805.054945054945,799.4139194139194,809.8901098901099,806.6666666666667
2025-10-15 12:46:03.596,1760546763596,1760546763.596,799.8168498168499,800.6227106227107,830.4395604395604,813.5164835164835
2025-10-15 12:46:03.596,1760546763596,1760546763.596,801.8315018315019,793.7728937728938,797.8021978021978,823.992673992674
2025-10-15 12:46:03.596,1760546763596,1760546763.596,791.7582417582418,797.3992673992674,805.054945054945,802.2344322344322
2025-10-15 12:46:03.597,1760546763597,1760546763.597,828.021978021978,801.025641025641,828.8278388278388,813.1135531135532
2025-10-15 12:46:03.597,1760546763597,1760546763.597,812.7106227106227,798.6080586080586,809.4871794871796,807.4725274725275
2025-10-15 12:46:03.597,1760546763597,1760546763.597,786.1172161172161,793.7728937728938,808.2783882783883,805.4578754578755
2025-10-15 12:46:03.597,1760546763597,1760546763.597,792.1611721611722,786.9230769230769,815.5311355311355,800.2197802197802
2025-10-15 12:46:03.597,1760546763597,1760546763.597,812.3076923076924,789.7435897435897,810.6959706959707,817.1428571428571
2025-10-15 12:46:03.598,1760546763598,1760546763.598,834.8717948717949,806.6666666666667,842.9304029304029,818.3516483516484
