unix_ms,lsl_unix_ts,X,Y,Z
1767593587081,1767593587.0719423,-0.3281862735748291,0.14996348321437836,0.9291388392448425
1767593587081,1767593587.0719616,-0.3105470836162567,0.15289317071437836,0.9443365931510925
1767593587081,1767593587.0719807,-0.3076784312725067,0.15295420587062836,0.9465948939323425
1767593587089,1767593587.0839424,-0.3168947696685791,0.15582285821437836,0.9396368861198425
1767593587089,1767593587.0839617,-0.3199465274810791,0.16162121295928955,0.9298102259635925
1767593587089,1767593587.0839808,-0.3218386173248291,0.16986095905303955,0.9273688197135925
1767593587276,1767593587.1769423,-0.3258059024810791,0.17260754108428955,0.9332892298698425
1767593587276,1767593587.1769617,-0.3361818790435791,0.16320812702178955,0.9406134486198425
1767593587276,1767593587.1769807,-0.3397219181060791,0.16436779499053955,0.9578254222869873
1767593587276,1767593587.2039423,-0.3508913516998291,0.16461193561553955,0.9665534496307373
1767593587276,1767593587.2039616,-0.3522951602935791,0.17041027545928955,0.9514777064323425
1767593587276,1767593587.2039807,-0.3484499454498291,0.17022716999053955,0.9419562220573425
1767593587276,1767593587.2379422,-0.3489382266998291,0.17382824420928955,0.9304816126823425
1767593587277,1767593587.2379615,-0.3560183346271515,0.17095959186553955,0.9363409876823425
1767593587277,1767593587.2379806,-0.3658449947834015,0.17242443561553955,0.9393317103385925
1767593587406,1767593587.3399422,-0.3813479244709015,0.17120373249053955,0.9341437220573425
1767593587407,1767593587.3399615,-0.3898318111896515,0.16845715045928955,0.9198614954948425
1767593587407,1767593587.3399806,-0.3983157277107239,0.15905773639678955,0.9069830775260925
1767593587407,1767593587.3989422,-0.4092410206794739,0.15441904962062836,0.8974005579948425
1767593587407,1767593587.3989615,-0.4191897511482239,0.14776621758937836,0.9078986048698425
1767593587407,1767593587.3989806,-0.4262087941169739,0.14453135430812836,0.9134528040885925
1767593587407,1767593587.4049423,-0.4199832081794739,0.13366708159446716,0.9201666712760925
