unix_ms,lsl_unix_ts,PPG1,PPG2,PPG3
1767829585717,1767829585.7079217,491.0,105825.0,48610.0
1767829585717,1767829585.7079375,508.0,105688.0,48674.0
1767829585717,1767829585.707953,491.0,105690.0,48702.0
1767829585717,1767829585.7079687,508.0,105623.0,48633.0
1767829585717,1767829585.7079842,493.0,105623.0,48663.0
1767829585786,1767829585.7829063,505.0,105546.0,48697.0
1767829585786,1767829585.7829218,492.0,105574.0,48707.0
1767829585786,1767829585.7829375,493.0,105460.0,48734.0
1767829585786,1767829585.782953,496.0,105430.0,48698.0
1767829585786,1767829585.7829688,491.0,105459.0,48700.0
1767829585786,1767829585.7829843,491.0,105415.0,48630.0
1767829585890,1767829585.8739064,492.0,105408.0,48694.0
1767829585890,1767829585.8739219,492.0,105247.0,48698.0
1767829585890,1767829585.8739376,491.0,105295.0,48694.0
1767829585890,1767829585.873953,492.0,105205.0,48594.0
1767829585890,1767829585.8739688,491.0,105292.0,48587.0
1767829585890,1767829585.8739843,493.0,105163.0,48549.0
1767829585981,1767829585.9779062,492.0,105234.0,48583.0
1767829585981,1767829585.9779217,492.0,105237.0,48654.0
1767829585981,1767829585.9779375,492.0,105181.0,48614.0
1767829585981,1767829585.977953,493.0,105122.0,48608.0
1767829585981,1767829585.9779687,491.0,105050.0,48535.0
1767829585981,1767829585.9779842,492.0,105220.0,48500.0
1767829586086,1767829586.0839064,501.0,105063.0,48491.0
1767829586086,1767829586.083922,492.0,105175.0,48489.0
1767829586086,1767829586.0839376,509.0,105108.0,48466.0
1767829586086,1767829586.0839531,492.0,105015.0,48476.0
1767829586086,1767829586.0839689,508.0,105075.0,48520.0
1767829586086,1767829586.0839844,492.0,105200.0,48513.0
1767829586193,1767829586.1879063,507.0,104986.0,48511.0
1767829586193,1767829586.1879218,490.0,105152.0,48551.0
1767829586193,1767829586.1879375,507.0,105173.0,48547.0
1767829586193,1767829586.187953,490.0,105045.0,48557.0
1767829586193,1767829586.1879687,507.0,105261.0,48522.0
1767829586193,1767829586.1879842,493.0,105157.0,48514.0
1767829586268,1767829586.2479062,508.0,104948.0,48521.0
1767829586268,1767829586.2479217,489.0,104962.0,48532.0
1767829586268,1767829586.2479374,503.0,104849.0,48498.0
1767829586268,1767829586.247953,490.0,104716.0,48483.0
1767829586268,1767829586.2479687,490.0,104711.0,48461.0
1767829586268,1767829586.2479842,492.0,104686.0,48445.0
1767829586358,1767829586.3529062,492.0,104558.0,48430.0
1767829586358,1767829586.3529217,491.0,104612.0,48428.0
1767829586358,1767829586.3529375,490.0,104559.0,48439.0
1767829586358,1767829586.352953,492.0,104371.0,48406.0
1767829586358,1767829586.3529687,492.0,104280.0,48418.0
1767829586358,1767829586.3529842,491.0,104198.0,48403.0
1767829586452,1767829586.4429064,491.0,104220.0,48393.0
1767829586452,1767829586.4429219,490.0,104250.0,48388.0
1767829586452,1767829586.4429376,491.0,104126.0,48394.0
1767829586452,1767829586.442953,491.0,104269.0,48381.0
1767829586452,1767829586.4429688,491.0,104290.0,48330.0
1767829586452,1767829586.4429843,495.0,104285.0,48352.0
1767829586535,1767829586.5329063,491.0,104329.0,48344.0
1767829586535,1767829586.5329218,491.0,104214.0,48342.0
1767829586535,1767829586.5329375,505.0,104161.0,48366.0
1767829586535,1767829586.532953,491.0,104216.0,48357.0
1767829586535,1767829586.5329688,507.0,104301.0,48324.0
1767829586535,1767829586.5329843,492.0,104309.0,48327.0
1767829586633,1767829586.6249063,509.0,104259.0,48349.0
1767829586633,1767829586.6249218,491.0,104126.0,48355.0
1767829586633,1767829586.6249375,508.0,104180.0,48358.0
1767829586633,1767829586.624953,494.0,104343.0,48358.0
1767829586633,1767829586.6249688,507.0,104269.0,48364.0
1767829586633,1767829586.6249843,491.0,104171.0,48366.0
1767829586746,1767829586.7299063,507.0,104318.0,48327.0
1767829586746,1767829586.7299218,494.0,104271.0,48318.0
1767829586746,1767829586.7299376,507.0,104134.0,48330.0
1767829586746,1767829586.729953,489.0,104205.0,48355.0
1767829586746,1767829586.7299688,498.0,104217.0,48323.0
1767829586746,1767829586.7299843,491.0,104448.0,48367.0
1767829586852,1767829586.8479064,491.0,104511.0,48344.0
1767829586852,1767829586.8479218,491.0,104469.0,48340.0
1767829586852,1767829586.8479376,490.0,104434.0,48300.0
1767829586852,1767829586.847953,490.0,104362.0,48283.0
1767829586852,1767829586.8479688,490.0,104307.0,48289.0
1767829586852,1767829586.8479843,491.0,104469.0,48302.0
1767829586940,1767829586.9079063,491.0,104222.0,48260.0
1767829586941,1767829586.9079218,490.0,104342.0,48196.0
1767829586941,1767829586.9079375,491.0,104357.0,48110.0
1767829586941,1767829586.907953,492.0,104539.0,48172.0
1767829586941,1767829586.9079688,493.0,104530.0,48171.0
1767829586941,1767829586.9079843,491.0,104368.0,48150.0
1767829587018,1767829587.0129063,493.0,104357.0,48164.0
1767829587018,1767829587.0129218,494.0,104264.0,48164.0
1767829587018,1767829587.0129375,489.0,104363.0,48176.0
1767829587018,1767829587.012953,492.0,104279.0,48222.0
1767829587018,1767829587.0129688,506.0,104204.0,48261.0
1767829587018,1767829587.0129843,490.0,104375.0,48306.0
1767829587107,1767829587.1029062,507.0,104305.0,48335.0
1767829587107,1767829587.1029217,490.0,104365.0,48374.0
1767829587107,1767829587.1029375,506.0,104360.0,48408.0
1767829587107,1767829587.102953,490.0,104336.0,48409.0
1767829587107,1767829587.1029687,505.0,104369.0,48359.0
1767829587107,1767829587.1029842,490.0,104545.0,48348.0
1767829587196,1767829587.1929064,506.0,104572.0,48322.0
1767829587196,1767829587.1929219,491.0,104377.0,48356.0
1767829587196,1767829587.1929376,505.0,104414.0,48337.0
1767829587196,1767829587.192953,491.0,104391.0,48371.0
1767829587196,1767829587.1929688,506.0,104535.0,48435.0
1767829587196,1767829587.1929843,492.0,104401.0,48393.0
1767829587301,1767829587.2829063,494.0,104340.0,48402.0
1767829587301,1767829587.2829218,491.0,104333.0,48403.0
1767829587301,1767829587.2829375,491.0,104318.0,48387.0
1767829587301,1767829587.282953,492.0,104317.0,48374.0
1767829587301,1767829587.2829688,489.0,104182.0,48363.0
1767829587301,1767829587.2829843,491.0,104501.0,48402.0
1767829587423,1767829587.3729062,492.0,104637.0,48398.0
1767829587423,1767829587.3729217,491.0,104576.0,48423.0
1767829587423,1767829587.3729374,492.0,104473.0,48386.0
1767829587423,1767829587.372953,491.0,104510.0,48368.0
1767829587423,1767829587.3729687,491.0,104542.0,48343.0
1767829587423,1767829587.3729842,492.0,104714.0,48389.0
1767829587482,1767829587.4799063,493.0,104585.0,48367.0
1767829587482,1767829587.4799218,492.0,104641.0,48377.0
1767829587482,1767829587.4799376,490.0,104489.0,48337.0
1767829587482,1767829587.479953,500.0,104547.0,48349.0
1767829587482,1767829587.4799688,493.0,104364.0,48338.0
1767829587482,1767829587.4799843,491.0,104427.0,48294.0
1767829587587,1767829587.5829062,507.0,104245.0,48288.0
1767829587587,1767829587.5829217,490.0,104215.0,48285.0
1767829587587,1767829587.5829375,506.0,104369.0,48297.0
1767829587587,1767829587.582953,493.0,104261.0,48313.0
1767829587587,1767829587.5829687,505.0,104052.0,48250.0
1767829587587,1767829587.5829842,491.0,104108.0,48273.0
1767829587666,1767829587.6629064,507.0,104220.0,48246.0
1767829587666,1767829587.662922,491.0,104198.0,48285.0
1767829587666,1767829587.6629376,505.0,104300.0,48231.0
1767829587666,1767829587.6629531,493.0,104416.0,48249.0
1767829587666,1767829587.6629689,507.0,104465.0,48265.0
1767829587666,1767829587.6629844,492.0,104480.0,48221.0
1767829587764,1767829587.7489064,503.0,104563.0,48229.0
1767829587764,1767829587.7489219,493.0,104702.0,48240.0
1767829587764,1767829587.7489376,494.0,104597.0,48244.0
1767829587764,1767829587.748953,491.0,104545.0,48261.0
1767829587764,1767829587.7489688,490.0,104670.0,48260.0
1767829587764,1767829587.7489843,491.0,104910.0,48268.0
1767829587855,1767829587.8529062,493.0,104895.0,48277.0
1767829587855,1767829587.8529217,492.0,104993.0,48285.0
1767829587855,1767829587.8529375,492.0,105178.0,48283.0
1767829587855,1767829587.852953,491.0,105432.0,48270.0
1767829587855,1767829587.8529687,492.0,105450.0,48312.0
1767829587855,1767829587.8529842,491.0,105762.0,48351.0
1767829587951,1767829587.9429064,492.0,105862.0,48381.0
1767829587951,1767829587.9429219,493.0,105971.0,48464.0
1767829587951,1767829587.9429376,492.0,106047.0,48470.0
1767829587951,1767829587.942953,495.0,106103.0,48451.0
1767829587951,1767829587.9429688,493.0,106215.0,48518.0
1767829587951,1767829587.9429843,506.0,106118.0,48480.0
1767829588083,1767829588.0639062,490.0,106159.0,48528.0
1767829588083,1767829588.0639217,490.0,106248.0,48528.0
1767829588083,1767829588.0639374,507.0,106294.0,48527.0
1767829588083,1767829588.063953,493.0,106325.0,48511.0
1767829588083,1767829588.0639687,507.0,106070.0,48488.0
1767829588083,1767829588.0639842,491.0,105932.0,48493.0
1767829588142,1767829588.1229062,507.0,105595.0,48457.0
1767829588142,1767829588.1229217,491.0,105639.0,48471.0
1767829588142,1767829588.1229374,507.0,105223.0,48481.0
1767829588142,1767829588.122953,491.0,105011.0,48461.0
1767829588142,1767829588.1229687,506.0,105009.0,48493.0
1767829588142,1767829588.1229842,490.0,105116.0,48452.0
1767829588234,1767829588.2319064,506.0,104989.0,48407.0
1767829588234,1767829588.231922,492.0,104828.0,48445.0
1767829588234,1767829588.2319376,497.0,104887.0,48483.0
1767829588234,1767829588.2319531,490.0,104777.0,48449.0
1767829588234,1767829588.2319689,491.0,104763.0,48462.0
1767829588234,1767829588.2319844,493.0,104913.0,48507.0
1767829588321,1767829588.3179064,493.0,104778.0,48477.0
1767829588321,1767829588.3179219,491.0,104863.0,48498.0
1767829588321,1767829588.3179376,492.0,104858.0,48523.0
1767829588321,1767829588.317953,490.0,105022.0,48535.0
1767829588321,1767829588.3179688,490.0,104911.0,48509.0
1767829588321,1767829588.3179843,492.0,105134.0,48476.0
1767829588430,1767829588.4249063,493.0,105145.0,48447.0
1767829588430,1767829588.4249218,492.0,105056.0,48453.0
1767829588431,1767829588.4249375,492.0,105150.0,48433.0
1767829588431,1767829588.424953,492.0,105459.0,48407.0
1767829588431,1767829588.4249687,492.0,105431.0,48398.0
1767829588431,1767829588.4249842,497.0,105665.0,48413.0
1767829588534,1767829588.5319064,492.0,105662.0,48428.0
1767829588534,1767829588.5319219,507.0,105835.0,48450.0
1767829588534,1767829588.5319376,491.0,105810.0,48486.0
1767829588534,1767829588.531953,492.0,105986.0,48496.0
1767829588534,1767829588.5319688,508.0,106017.0,48506.0
1767829588534,1767829588.5319843,490.0,106434.0,48562.0
1767829588609,1767829588.6029062,506.0,106491.0,48518.0
1767829588609,1767829588.6029217,492.0,106449.0,48581.0
1767829588609,1767829588.6029375,506.0,106561.0,48601.0
1767829588609,1767829588.602953,490.0,106772.0,48654.0
1767829588609,1767829588.6029687,507.0,106725.0,48628.0
1767829588609,1767829588.6029842,492.0,106847.0,48648.0
1767829588702,1767829588.6929064,509.0,106722.0,48623.0
1767829588702,1767829588.6929219,489.0,106633.0,48605.0
1767829588702,1767829588.6929376,503.0,106743.0,48560.0
1767829588702,1767829588.692953,492.0,106375.0,48524.0
1767829588702,1767829588.6929688,493.0,106425.0,48553.0
1767829588702,1767829588.6929843,491.0,106306.0,48526.0
1767829588789,1767829588.7829063,492.0,106145.0,48490.0
1767829588789,1767829588.7829218,492.0,106066.0,48459.0
1767829588789,1767829588.7829375,492.0,105878.0,48494.0
1767829588789,1767829588.782953,491.0,105956.0,48482.0
1767829588789,1767829588.7829688,492.0,105749.0,48515.0
1767829588789,1767829588.7829843,491.0,105686.0,48501.0
1767829588889,1767829588.8729062,494.0,105650.0,48492.0
1767829588889,1767829588.8729217,493.0,105560.0,48482.0
1767829588889,1767829588.8729374,494.0,105454.0,48481.0
1767829588889,1767829588.872953,491.0,105738.0,48528.0
1767829588889,1767829588.8729687,492.0,105686.0,48543.0
1767829588889,1767829588.8729842,492.0,105673.0,48501.0
1767829588981,1767829588.9779062,491.0,105617.0,48505.0
1767829588981,1767829588.9779217,499.0,105788.0,48510.0
1767829588981,1767829588.9779375,491.0,105741.0,48515.0
1767829588981,1767829588.977953,507.0,105940.0,48519.0
1767829588981,1767829588.9779687,492.0,106008.0,48526.0
1767829588981,1767829588.9779842,492.0,106063.0,48552.0
1767829589089,1767829589.0829062,508.0,106118.0,48536.0
1767829589089,1767829589.0829217,491.0,106155.0,48558.0
1767829589089,1767829589.0829375,507.0,106173.0,48512.0
1767829589089,1767829589.082953,492.0,106392.0,48525.0
1767829589089,1767829589.0829687,506.0,106593.0,48502.0
1767829589089,1767829589.0829842,492.0,106580.0,48570.0
1767829589193,1767829589.1899064,508.0,106828.0,48628.0
1767829589193,1767829589.1899219,491.0,106703.0,48617.0
1767829589193,1767829589.1899376,508.0,106729.0,48669.0
1767829589193,1767829589.189953,493.0,106840.0,48692.0
1767829589193,1767829589.1899688,502.0,106755.0,48703.0
1767829589193,1767829589.1899843,490.0,107088.0,48720.0
1767829589296,1767829589.2929063,492.0,107024.0,48732.0
1767829589296,1767829589.2929218,491.0,107124.0,48752.0
1767829589296,1767829589.2929375,493.0,107235.0,48756.0
1767829589296,1767829589.292953,493.0,107191.0,48655.0
1767829589296,1767829589.2929688,492.0,107062.0,48601.0
1767829589296,1767829589.2929842,494.0,107002.0,48568.0
1767829589356,1767829589.3419063,493.0,106822.0,48516.0
1767829589356,1767829589.3419218,492.0,106667.0,48507.0
1767829589356,1767829589.3419375,491.0,106703.0,48510.0
1767829589356,1767829589.341953,493.0,106565.0,48516.0
1767829589356,1767829589.3419688,492.0,106511.0,48498.0
1767829589356,1767829589.3419843,494.0,106331.0,48501.0
1767829589464,1767829589.4619062,492.0,106584.0,48524.0
1767829589464,1767829589.4619217,496.0,106586.0,48484.0
1767829589464,1767829589.4619374,494.0,106332.0,48500.0
1767829589464,1767829589.461953,508.0,106522.0,48481.0
1767829589464,1767829589.4619687,492.0,106536.0,48495.0
1767829589464,1767829589.4619842,508.0,106474.0,48551.0
1767829589541,1767829589.5369062,491.0,106762.0,48559.0
1767829589541,1767829589.5369217,493.0,106790.0,48578.0
1767829589541,1767829589.5369375,509.0,106742.0,48583.0
1767829589541,1767829589.536953,491.0,106574.0,48563.0
1767829589541,1767829589.5369687,506.0,106723.0,48585.0
1767829589541,1767829589.5369842,492.0,106900.0,48620.0
1767829589641,1767829589.6399064,507.0,106926.0,48606.0
1767829589641,1767829589.639922,492.0,106923.0,48641.0
1767829589641,1767829589.6399376,507.0,106837.0,48601.0
1767829589641,1767829589.6399531,491.0,106992.0,48629.0
1767829589641,1767829589.6399689,506.0,107013.0,48655.0
1767829589641,1767829589.6399844,492.0,107117.0,48691.0
1767829589732,1767829589.7279062,498.0,107211.0,48676.0
1767829589732,1767829589.7279217,492.0,107131.0,48701.0
1767829589732,1767829589.7279375,491.0,107137.0,48657.0
1767829589732,1767829589.727953,489.0,107298.0,48680.0
1767829589732,1767829589.7279687,491.0,107169.0,48717.0
1767829589732,1767829589.7279842,492.0,107346.0,48695.0
1767829589820,1767829589.8179064,493.0,107383.0,48756.0
1767829589820,1767829589.8179219,492.0,107545.0,48719.0
1767829589820,1767829589.8179376,492.0,107497.0,48746.0
1767829589820,1767829589.817953,493.0,107488.0,48727.0
1767829589820,1767829589.8179688,492.0,107295.0,48686.0
1767829589820,1767829589.8179843,492.0,107169.0,48749.0
1767829589910,1767829589.9079063,491.0,107130.0,48671.0
1767829589910,1767829589.9079218,494.0,107036.0,48596.0
1767829589910,1767829589.9079375,493.0,106771.0,48562.0
1767829589910,1767829589.907953,498.0,106762.0,48501.0
1767829589910,1767829589.9079688,491.0,106697.0,48512.0
1767829589910,1767829589.9079843,506.0,106893.0,48524.0
1767829590014,1767829589.9979062,492.0,107012.0,48531.0
1767829590014,1767829589.9979217,507.0,106975.0,48560.0
1767829590014,1767829589.9979374,492.0,106853.0,48572.0
1767829590014,1767829589.997953,492.0,107054.0,48621.0
1767829590014,1767829589.9979687,509.0,107017.0,48633.0
1767829590014,1767829589.9979842,493.0,106888.0,48684.0
1767829590105,1767829590.1029062,507.0,107135.0,48680.0
1767829590105,1767829590.1029217,495.0,107076.0,48619.0
1767829590105,1767829590.1029375,508.0,107220.0,48672.0
1767829590105,1767829590.102953,491.0,107104.0,48639.0
1767829590105,1767829590.1029687,506.0,107048.0,48671.0
1767829590105,1767829590.1029842,491.0,107114.0,48654.0
1767829590195,1767829590.1929064,505.0,107304.0,48661.0
1767829590195,1767829590.1929219,492.0,107288.0,48631.0
1767829590195,1767829590.1929376,491.0,107243.0,48640.0
1767829590195,1767829590.192953,493.0,107497.0,48631.0
1767829590195,1767829590.1929688,493.0,107560.0,48659.0
1767829590195,1767829590.1929843,493.0,107509.0,48687.0
1767829590285,1767829590.2829063,493.0,107466.0,48733.0
1767829590285,1767829590.2829218,492.0,107506.0,48755.0
1767829590285,1767829590.2829375,493.0,107565.0,48813.0
1767829590285,1767829590.282953,492.0,107625.0,48782.0
1767829590285,1767829590.2829688,492.0,107730.0,48794.0
1767829590285,1767829590.2829843,492.0,107931.0,48805.0
1767829590389,1767829590.3739064,492.0,107937.0,48798.0
1767829590389,1767829590.3739219,492.0,107746.0,48796.0
1767829590389,1767829590.3739376,490.0,108009.0,48845.0
1767829590389,1767829590.373953,494.0,107943.0,48802.0
1767829590389,1767829590.3739688,492.0,107905.0,48737.0
1767829590389,1767829590.3739843,505.0,107750.0,48703.0
1767829590479,1767829590.4779062,493.0,107528.0,48662.0
1767829590479,1767829590.4779217,507.0,107284.0,48635.0
1767829590479,1767829590.4779375,490.0,107390.0,48588.0
1767829590479,1767829590.477953,508.0,107262.0,48595.0
1767829590479,1767829590.4779687,492.0,107002.0,48592.0
1767829590479,1767829590.4779842,492.0,107046.0,48560.0
1767829590575,1767829590.5679064,506.0,106956.0,48555.0
1767829590575,1767829590.5679219,492.0,107015.0,48571.0
1767829590575,1767829590.5679376,507.0,107146.0,48576.0
1767829590575,1767829590.567953,493.0,106979.0,48596.0
1767829590575,1767829590.5679688,506.0,107112.0,48553.0
1767829590575,1767829590.5679843,492.0,107046.0,48596.0
1767829590661,1767829590.6589062,506.0,107128.0,48605.0
1767829590661,1767829590.6589217,492.0,107295.0,48650.0
1767829590661,1767829590.6589375,501.0,107175.0,48607.0
1767829590661,1767829590.658953,493.0,107301.0,48634.0
1767829590661,1767829590.6589687,492.0,107305.0,48633.0
1767829590661,1767829590.6589842,492.0,107302.0,48618.0
1767829590754,1767829590.7509062,492.0,107393.0,48627.0
1767829590754,1767829590.7509217,492.0,107479.0,48666.0
1767829590754,1767829590.7509375,493.0,107355.0,48677.0
1767829590754,1767829590.750953,490.0,107484.0,48704.0
1767829590754,1767829590.7509687,492.0,107353.0,48705.0
1767829590754,1767829590.7509842,490.0,107531.0,48675.0
1767829590855,1767829590.8529062,492.0,107550.0,48695.0
1767829590855,1767829590.8529217,491.0,107472.0,48729.0
1767829590855,1767829590.8529375,491.0,107640.0,48746.0
1767829590855,1767829590.852953,491.0,107585.0,48719.0
1767829590855,1767829590.8529687,490.0,107725.0,48729.0
1767829590855,1767829590.8529842,495.0,107772.0,48728.0
1767829590950,1767829590.9449062,492.0,107930.0,48807.0
1767829590952,1767829590.9449217,509.0,108012.0,48787.0
1767829590954,1767829590.9449375,493.0,107776.0,48757.0
1767829590954,1767829590.944953,507.0,107940.0,48721.0
1767829590954,1767829590.9449687,493.0,107777.0,48676.0
1767829590954,1767829590.9449842,510.0,107521.0,48637.0
1767829591035,1767829591.0329063,491.0,107404.0,48615.0
1767829591035,1767829591.0329218,491.0,107442.0,48615.0
1767829591035,1767829591.0329375,507.0,107132.0,48579.0
1767829591035,1767829591.032953,489.0,107041.0,48579.0
1767829591035,1767829591.0329688,506.0,106957.0,48569.0
1767829591035,1767829591.0329843,492.0,107033.0,48585.0
1767829591145,1767829591.1409063,507.0,107015.0,48551.0
1767829591145,1767829591.1409218,492.0,106884.0,48560.0
1767829591145,1767829591.1409376,505.0,106889.0,48566.0
1767829591145,1767829591.140953,490.0,106892.0,48561.0
1767829591145,1767829591.1409688,494.0,106946.0,48575.0
1767829591145,1767829591.1409843,491.0,107019.0,48566.0
1767829591250,1767829591.2469063,491.0,106964.0,48613.0
1767829591250,1767829591.2469218,492.0,107118.0,48620.0
1767829591250,1767829591.2469375,492.0,107151.0,48585.0
1767829591250,1767829591.246953,492.0,107248.0,48648.0
1767829591250,1767829591.2469687,490.0,107139.0,48627.0
1767829591250,1767829591.2469842,491.0,107434.0,48638.0
1767829591333,1767829591.3179064,492.0,107430.0,48642.0
1767829591333,1767829591.3179219,493.0,107493.0,48659.0
1767829591333,1767829591.3179376,493.0,107406.0,48594.0
1767829591333,1767829591.317953,490.0,107517.0,48664.0
1767829591333,1767829591.3179688,492.0,107484.0,48657.0
1767829591333,1767829591.3179843,493.0,107610.0,48699.0
1767829591442,1767829591.4379063,492.0,107590.0,48700.0
1767829591442,1767829591.4379218,499.0,107597.0,48680.0
1767829591442,1767829591.4379375,492.0,107722.0,48755.0
1767829591442,1767829591.437953,508.0,107556.0,48718.0
1767829591442,1767829591.4379687,492.0,107707.0,48723.0
1767829591442,1767829591.4379842,507.0,107784.0,48739.0
1767829591505,1767829591.5009062,493.0,107805.0,48753.0
1767829591505,1767829591.5009217,507.0,107883.0,48757.0
1767829591505,1767829591.5009375,490.0,107810.0,48704.0
1767829591505,1767829591.500953,491.0,107745.0,48700.0
1767829591505,1767829591.5009687,510.0,107681.0,48615.0
1767829591505,1767829591.5009842,493.0,107620.0,48644.0
1767829591637,1767829591.6329062,508.0,107305.0,48584.0
1767829591637,1767829591.6329217,494.0,107113.0,48595.0
1767829591637,1767829591.6329374,507.0,107250.0,48578.0
1767829591637,1767829591.632953,493.0,107207.0,48552.0
1767829591637,1767829591.6329687,504.0,107055.0,48567.0
1767829591637,1767829591.6329842,493.0,107177.0,48548.0
1767829591699,1767829591.6969063,493.0,106929.0,48545.0
1767829591699,1767829591.6969218,490.0,107006.0,48567.0
1767829591699,1767829591.6969376,490.0,107065.0,48559.0
1767829591699,1767829591.696953,491.0,107115.0,48555.0
1767829591699,1767829591.6969688,492.0,107198.0,48542.0
1767829591699,1767829591.6969843,492.0,107108.0,48587.0
1767829591807,1767829591.8009064,491.0,107244.0,48609.0
1767829591807,1767829591.800922,490.0,107109.0,48617.0
1767829591807,1767829591.8009377,490.0,107307.0,48623.0
1767829591807,1767829591.8009531,491.0,107435.0,48622.0
1767829591807,1767829591.800969,492.0,107501.0,48645.0
1767829591807,1767829591.8009844,491.0,107482.0,48679.0
1767829591893,1767829591.8729062,491.0,107485.0,48676.0
1767829591893,1767829591.8729217,494.0,107448.0,48671.0
1767829591893,1767829591.8729374,491.0,107440.0,48674.0
