time,channel,band,power
12.7890625,AF7,delta,0.022378897431559804
12.875,AF7,delta,-0.07798423998399269
12.9609375,AF7,delta,-0.30065408130358656
13.046875,AF7,delta,-0.573092638225398
13.1328125,AF7,delta,-0.7635662331694844
13.21875,AF7,delta,-0.7582094178770191
13.3046875,AF7,delta,-0.7708393963202611
13.390625,AF7,delta,-0.6906160858196513
13.4765625,AF7,delta,-0.7002256392644917
13.5625,AF7,delta,-0.8306931854145806
13.6484375,AF7,delta,-1.022131274114482
13.734375,AF7,delta,-1.2804362117886028
13.8203125,AF7,delta,-1.4755721621931586
13.90625,AF7,delta,-1.5338253759707619
13.9921875,AF7,delta,-1.503952692223511
14.078125,AF7,delta,-1.3954827666667162
14.1640625,AF7,delta,-1.3561005937612602
14.25,AF7,delta,-1.3087836008200964
14.3359375,AF7,delta,-1.237361784730711
14.421875,AF7,delta,-1.176659997765775
14.5078125,AF7,delta,-1.102040320063191
14.59375,AF7,delta,-1.0587333586450196
14.6796875,AF7,delta,-1.0838725362142758
14.765625,AF7,delta,-1.1543937746998252
14.8515625,AF7,delta,-1.1341636205530805
14.9375,AF7,delta,-1.006273359173592
15.0234375,AF7,delta,-0.8988395637995811
15.109375,AF7,delta,-0.7857376642707197
15.1953125,AF7,delta,-0.46956529281408554
15.28125,AF7,delta,-0.21763219283887308
15.3671875,AF7,delta,-0.042117377373167106
15.453125,AF7,delta,0.10795721290195166
15.5390625,AF7,delta,0.181108562856902
15.625,AF7,delta,0.1593083192443982
15.7109375,AF7,delta,0.08238998431985917
15.796875,AF7,delta,-0.05625018013264138
15.8828125,AF7,delta,-0.18888468524695848
15.96875,AF7,delta,-0.2600491001089766
16.0546875,AF7,delta,-0.3104930443342248
16.140625,AF7,delta,-0.3528164998967565
16.2265625,AF7,delta,-0.4479481904485191
16.3125,AF7,delta,-0.5597475224027123
16.3984375,AF7,delta,-0.7000325649192934
16.484375,AF7,delta,-0.7771089895982628
16.5703125,AF7,delta,-0.6222269551871268
16.65625,AF7,delta,-0.37445487426869273
16.7421875,AF7,delta,-0.2496853250723446
16.828125,AF7,delta,-0.17089950621995886
16.9140625,AF7,delta,-0.17696000008718452
17.0,AF7,delta,-0.28643695953629184
17.0859375,AF7,delta,-0.5048678955118839
17.171875,AF7,delta,-0.8214844743097007
17.2578125,AF7,delta,-1.1949107325199968
17.34375,AF7,delta,-1.472561452547208
17.4296875,AF7,delta,-1.621184211897987
17.515625,AF7,delta,-1.8413314226363584
17.6015625,AF7,delta,-1.7188325423101931
17.6875,AF7,delta,-1.461880210065904
17.7734375,AF7,delta,-1.2971061754858317
17.859375,AF7,delta,-1.1828400295393378
17.9453125,AF7,delta,-1.100451606210988
18.03125,AF7,delta,-1.0364013027503098
18.1171875,AF7,delta,-0.9687974923499231
18.203125,AF7,delta,-0.9925407235575784
18.2890625,AF7,delta,-1.071248217956227
18.375,AF7,delta,-0.7907815182159051
18.4609375,AF7,delta,-0.3947408905474617
18.546875,AF7,delta,-0.11543997927192218
18.6328125,AF7,delta,0.1669502560997416
18.71875,AF7,delta,0.3823308182869628
18.8046875,AF7,delta,0.4983253012180142
18.890625,AF7,delta,0.5193673863727689
18.9765625,AF7,delta,0.46440517213626076
19.0625,AF7,delta,0.33104779882785834
19.1484375,AF7,delta,0.15211413582075695
19.234375,AF7,delta,-0.08250197672396999
19.3203125,AF7,delta,-0.4044795629231772
19.40625,AF7,delta,-0.5237374785205464
19.4921875,AF7,delta,-0.547886426267357
19.578125,AF7,delta,-0.6592338884975633
19.6640625,AF7,delta,-0.7245312855935234
19.75,AF7,delta,-0.8135270364556075
19.8359375,AF7,delta,-0.9444347290781084
19.921875,AF7,delta,-1.1306133124552404
20.0078125,AF7,delta,-1.28312279986425
20.09375,AF7,delta,-1.4957705918074393
20.1796875,AF7,delta,-1.5909186478739825
20.265625,AF7,delta,-1.6281362507036667
20.3515625,AF7,delta,-1.7692642813649657
20.4375,AF7,delta,-1.6717042685162706
20.5234375,AF7,delta,-1.5786705612024543
20.609375,AF7,delta,-1.4477516123874836
20.6953125,AF7,delta,-1.274723932063749
20.78125,AF7,delta,-1.1629162067711172
20.8671875,AF7,delta,-1.0692099886443627
20.953125,AF7,delta,-1.041225220123078
21.0390625,AF7,delta,-1.0777698823345738
21.125,AF7,delta,-1.1276006490984762
21.2109375,AF7,delta,-1.1431247411523442
21.296875,AF7,delta,-1.0677301486325295
21.3828125,AF7,delta,-0.9653670699837551
21.46875,AF7,delta,-0.9154710153738664
21.5546875,AF7,delta,-0.9115376443196613
21.640625,AF7,delta,-0.9497304907060388
21.7265625,AF7,delta,-1.0070028748218813
21.8125,AF7,delta,-1.039828226066355
21.8984375,AF7,delta,-1.1139945833054383
21.984375,AF7,delta,-1.1570276375445048
22.0703125,AF7,delta,-1.2357529793492725
22.15625,AF7,delta,-1.2187142903852766
22.2421875,AF7,delta,-1.164360264593622
22.328125,AF7,delta,-1.0988735979216226
22.4140625,AF7,delta,-1.0703415998943238
22.5,AF7,delta,-1.0748307628369644
22.5859375,AF7,delta,-1.1117386305876935
22.671875,AF7,delta,-1.0972995694609047
22.7578125,AF7,delta,-1.0357740220384972
22.84375,AF7,delta,-0.9859530586401538
22.9296875,AF7,delta,-0.9834225201094376
23.015625,AF7,delta,-0.991758488192114
23.1015625,AF7,delta,-1.0262633746094136
23.1875,AF7,delta,-1.0333429153706826
23.2734375,AF7,delta,-1.0951198102633393
23.359375,AF7,delta,-1.1968191936615193
23.4453125,AF7,delta,-1.2592026149059004
23.53125,AF7,delta,-1.2336206989311673
23.6171875,AF7,delta,-1.1321702383510226
23.703125,AF7,delta,-1.040081512116538
23.7890625,AF7,delta,-1.0164054697738012
23.875,AF7,delta,-1.0661335007125248
23.9609375,AF7,delta,-1.1181156271475825
24.046875,AF7,delta,-1.1859081948170647
24.1328125,AF7,delta,-1.1012731786753995
24.21875,AF7,delta,-0.9267115681525255
24.3046875,AF7,delta,-0.8719917635853344
24.390625,AF7,delta,-0.8841410416312931
24.4765625,AF7,delta,-0.882782187085324
24.5625,AF7,delta,-0.8937555923000838
24.6484375,AF7,delta,-0.8936428576217459
24.734375,AF7,delta,-0.9626772512381347
24.8203125,AF7,delta,-1.0520901742687672
24.90625,AF7,delta,-1.0959281717406626
24.9921875,AF7,delta,-1.1351935187713458
25.078125,AF7,delta,-1.3359488994814586
25.1640625,AF7,delta,-1.267750818952581
25.25,AF7,delta,-1.0773099857832948
25.3359375,AF7,delta,-0.8466524806497348
25.421875,AF7,delta,-0.7201981072897539
25.5078125,AF7,delta,-0.6252960319795237
25.59375,AF7,delta,-0.5274469228124047
25.6796875,AF7,delta,-0.4481024708885183
25.765625,AF7,delta,-0.39068161232786064
25.8515625,AF7,delta,-0.3873440115223438
25.9375,AF7,delta,-0.4270982536883626
26.0234375,AF7,delta,-0.5035704818702675
26.109375,AF7,delta,-0.6754768805444262
26.1953125,AF7,delta,-0.8404373128871392
26.28125,AF7,delta,-0.9241989224605485
26.3671875,AF7,delta,-0.888144144210194
26.453125,AF7,delta,-0.8871253724229785
26.5390625,AF7,delta,-0.7921995871137424
26.625,AF7,delta,-0.7197786563303801
26.7109375,AF7,delta,-0.6917462742996844
26.796875,AF7,delta,-0.726413216524109
26.8828125,AF7,delta,-0.7939022729852444
26.96875,AF7,delta,-0.9157040317339077
27.0546875,AF7,delta,-1.0157777163905792
27.140625,AF7,delta,-1.0410134420986672
27.2265625,AF7,delta,-0.9850838462126976
27.3125,AF7,delta,-0.9895587013271843
27.3984375,AF7,delta,-1.0405210016956439
27.484375,AF7,delta,-1.1589549114137958
27.5703125,AF7,delta,-1.2685822840398342
27.65625,AF7,delta,-1.2296529724670666
27.7421875,AF7,delta,-0.7468250879041647
27.828125,AF7,delta,-0.4472182715462611
27.9140625,AF7,delta,-0.08389520589913035
28.0,AF7,delta,0.21197951315108873
28.0859375,AF7,delta,0.4042150780513246
28.171875,AF7,delta,0.5019515964895389
28.2578125,AF7,delta,0.5039185551530483
28.34375,AF7,delta,0.40965052818791914
28.4296875,AF7,delta,0.230288764331907
28.515625,AF7,delta,-0.039523079783313736
28.6015625,AF7,delta,-0.3889452224840958
28.6875,AF7,delta,-0.868147074337997
28.7734375,AF7,delta,-1.193218071500764
28.859375,AF7,delta,-1.5492311137673411
28.9453125,AF7,delta,-1.449681617130067
29.03125,AF7,delta,-1.2732003994571965
29.1171875,AF7,delta,-1.1030697601698716
29.203125,AF7,delta,-0.9798524747176093
29.2890625,AF7,delta,-0.8659039332963926
29.375,AF7,delta,-0.6821178329873901
29.4609375,AF7,delta,-0.4577122833162871
29.546875,AF7,delta,-0.35868632827630786
29.6328125,AF7,delta,-0.18977477434279627
29.71875,AF7,delta,0.011072853430937848
29.8046875,AF7,delta,0.15280631990441154
29.890625,AF7,delta,0.21426320978431618
29.9765625,AF7,delta,0.20331443739313135
30.0625,AF7,delta,0.13053958445339017
30.1484375,AF7,delta,-0.022736045155449
30.234375,AF7,delta,-0.2529304629899276
30.3203125,AF7,delta,-0.5261512374802502
30.40625,AF7,delta,-0.6194416956725968
30.4921875,AF7,delta,-0.7415763012871333
30.578125,AF7,delta,-0.9621127114542075
30.6640625,AF7,delta,-0.9599410672222677
30.75,AF7,delta,-0.887775819814405
30.8359375,AF7,delta,-0.969049098038254
30.921875,AF7,delta,-0.935757062629361
31.0078125,AF7,delta,-0.7316464597784255
31.09375,AF7,delta,-0.519977310219878
31.1796875,AF7,delta,-0.17763493757047913
31.265625,AF7,delta,0.10141958794653053
31.3515625,AF7,delta,0.2674668993282313
31.4375,AF7,delta,0.3375884132347529
31.5234375,AF7,delta,0.31836909019839565
31.609375,AF7,delta,0.20909427373776932
31.6953125,AF7,delta,0.007314473099251094
31.78125,AF7,delta,-0.2667374490838408
31.8671875,AF7,delta,-0.5774205304100483
31.953125,AF7,delta,-0.7446013522258622
32.0390625,AF7,delta,-0.8775016544943129
32.125,AF7,delta,-1.098227619011807
32.2109375,AF7,delta,-1.1515480266695384
32.296875,AF7,delta,-1.2062581555998364
32.3828125,AF7,delta,-1.2689011449424787
32.46875,AF7,delta,-1.299216900298125
32.5546875,AF7,delta,-1.3192325677240766
32.640625,AF7,delta,-1.2053381283670757
32.7265625,AF7,delta,-0.9722030071239566
32.8125,AF7,delta,-0.6925500438038117
32.8984375,AF7,delta,-0.3521771013414924
32.984375,AF7,delta,-0.08490411152467062
33.0703125,AF7,delta,0.081490819119659
33.15625,AF7,delta,0.14710805800358187
33.2421875,AF7,delta,0.12059493682249378
33.328125,AF7,delta,0.0056963962680639645
33.4140625,AF7,delta,-0.1983039747160072
33.5,AF7,delta,-0.45416402488219215
33.5859375,AF7,delta,-0.7223482133180475
33.671875,AF7,delta,-0.9063969514335246
33.7578125,AF7,delta,-1.0081841683815334
33.84375,AF7,delta,-1.1554139759534159
33.9296875,AF7,delta,-1.023224749669103
34.015625,AF7,delta,-0.908666960356767
34.1015625,AF7,delta,-0.7995325435914008
34.1875,AF7,delta,-0.7771416524110237
34.2734375,AF7,delta,-0.8524896126562993
34.359375,AF7,delta,-0.9812790600900594
34.4453125,AF7,delta,-1.1829174769895647
34.53125,AF7,delta,-1.3818494662430116
34.6171875,AF7,delta,-1.5922601037034165
34.703125,AF7,delta,-1.8905381587342882
34.7890625,AF7,delta,-2.3400315785174373
34.875,AF7,delta,-2.0817859818711244
34.9609375,AF7,delta,-1.7264355993651623
35.046875,AF7,delta,-1.5288668965513386
35.1328125,AF7,delta,-1.4295566141925635
35.21875,AF7,delta,-1.4769786932303004
35.3046875,AF7,delta,-1.5281645486689175
35.390625,AF7,delta,-1.6467208057515021
35.4765625,AF7,delta,-1.6398298875177246
35.5625,AF7,delta,-1.4944498112538613
35.6484375,AF7,delta,-1.3076424328816216
35.734375,AF7,delta,-1.208833733759854
35.8203125,AF7,delta,-1.1457643437787655
35.90625,AF7,delta,-1.1517038412409897
35.9921875,AF7,delta,-1.226321783193393
36.078125,AF7,delta,-1.2392175654027269
36.1640625,AF7,delta,-1.103635071020158
36.25,AF7,delta,-0.8960963754264647
36.3359375,AF7,delta,-0.8353885341412252
36.421875,AF7,delta,-0.5845393426018924
36.5078125,AF7,delta,-0.368335714877803
36.59375,AF7,delta,-0.17324332293519004
36.6796875,AF7,delta,-0.06716950459027643
36.765625,AF7,delta,-0.05491192098520913
36.8515625,AF7,delta,-0.1268231536065852
36.9375,AF7,delta,-0.057471574852234815
37.0234375,AF7,delta,0.03189415593149167
37.109375,AF7,delta,0.2778041572152023
37.1953125,AF7,delta,0.579767042768375
37.28125,AF7,delta,0.7937000684930482
37.3671875,AF7,delta,0.9030559022714186
37.453125,AF7,delta,0.9395971283866117
37.5390625,AF7,delta,0.90740132706112
37.625,AF7,delta,0.8342276705966666
37.7109375,AF7,delta,0.7363368394304062
37.796875,AF7,delta,0.5478753760824008
37.8828125,AF7,delta,0.45366187071759523
37.96875,AF7,delta,0.5936763387788403
38.0546875,AF7,delta,0.7484745151679345
38.140625,AF7,delta,0.8861470306160882
38.2265625,AF7,delta,0.975180046729607
38.3125,AF7,delta,0.9754881540206776
38.3984375,AF7,delta,0.9260904830151937
38.484375,AF7,delta,0.8190519734746097
38.5703125,AF7,delta,0.771480292069573
38.65625,AF7,delta,0.8721508205309225
38.7421875,AF7,delta,1.031049913755436
38.828125,AF7,delta,1.085860286465747
38.9140625,AF7,delta,1.0633568164155376
39.0,AF7,delta,0.974222236198159
39.0859375,AF7,delta,0.8824582368550444
39.171875,AF7,delta,0.8234080472830535
39.2578125,AF7,delta,0.8229625896083013
39.34375,AF7,delta,0.7346292964179255
39.4296875,AF7,delta,0.655569539907613
39.515625,AF7,delta,0.5173538709244018
39.6015625,AF7,delta,0.28163603172846136
39.6875,AF7,delta,0.1420998737787454
39.7734375,AF7,delta,0.19571012931667467
39.859375,AF7,delta,0.464611519407978
39.9453125,AF7,delta,0.7160997864659581
40.03125,AF7,delta,0.8501330011096603
40.1171875,AF7,delta,0.8718344830424113
40.203125,AF7,delta,0.8373874566584452
40.2890625,AF7,delta,0.6942767123753795
40.375,AF7,delta,0.5615433081739769
40.4609375,AF7,delta,0.6054783304394744
40.546875,AF7,delta,0.7654452993749121
40.6328125,AF7,delta,0.8793597398059995
40.71875,AF7,delta,0.8613548078201533
40.8046875,AF7,delta,0.8238240215675496
40.890625,AF7,delta,0.8232569768666403
40.9765625,AF7,delta,0.8925127994315178
41.0625,AF7,delta,0.92752402666848
41.1484375,AF7,delta,0.8942343452656497
41.234375,AF7,delta,0.8811635646733493
41.3203125,AF7,delta,0.8637817535739682
41.40625,AF7,delta,0.8340147711375187
41.4921875,AF7,delta,0.7780972394963185
41.578125,AF7,delta,0.7320169904935646
41.6640625,AF7,delta,0.6518264084372496
41.75,AF7,delta,0.524447115626537
41.8359375,AF7,delta,0.4205690030139807
41.921875,AF7,delta,0.45111004187107706
42.0078125,AF7,delta,0.5533305353196739
42.09375,AF7,delta,0.5597799129334897
42.1796875,AF7,delta,0.6167447289178151
42.265625,AF7,delta,0.719321046072688
42.3515625,AF7,delta,0.7650149466695914
42.4375,AF7,delta,0.7732688007530554
42.5234375,AF7,delta,0.7306767779490112
42.609375,AF7,delta,0.6861038861526644
42.6953125,AF7,delta,0.6332965099272533
42.78125,AF7,delta,0.5655965101067354
42.8671875,AF7,delta,0.4547881322501921
42.953125,AF7,delta,0.34960634461676887
43.0390625,AF7,delta,0.2535161393440797
43.125,AF7,delta,0.17653256574308965
43.2109375,AF7,delta,0.044055240923290065
43.296875,AF7,delta,-0.10481995273118633
43.3828125,AF7,delta,-0.05173353065390879
43.46875,AF7,delta,0.20251502086056622
43.5546875,AF7,delta,0.4660507707513983
43.640625,AF7,delta,0.7053218128063916
43.7265625,AF7,delta,0.9113317785899919
43.8125,AF7,delta,1.0294320447449201
43.8984375,AF7,delta,1.022946934597834
43.984375,AF7,delta,0.9787000344658329
44.0703125,AF7,delta,0.9576961931139225
44.15625,AF7,delta,0.9820057394645776
44.2421875,AF7,delta,1.0340185630552345
44.328125,AF7,delta,1.0318908540814369
44.4140625,AF7,delta,0.9919181579733001
44.5,AF7,delta,0.935414722700575
44.5859375,AF7,delta,0.857447575355444
44.671875,AF7,delta,0.8573423452366978
44.7578125,AF7,delta,0.9954793181972883
44.84375,AF7,delta,1.1622921889090643
44.9296875,AF7,delta,1.2442308788031031
45.015625,AF7,delta,1.2322989950879268
45.1015625,AF7,delta,1.1541593199440285
45.1875,AF7,delta,1.0114123720483577
45.2734375,AF7,delta,0.8650580631421096
45.359375,AF7,delta,0.7736337142806632
45.4453125,AF7,delta,0.6031216075531568
45.53125,AF7,delta,0.4006774925131118
45.6171875,AF7,delta,0.32923750915564276
45.703125,AF7,delta,0.23503975081448852
45.7890625,AF7,delta,0.16029278818533865
45.875,AF7,delta,0.13008121278102175
45.9609375,AF7,delta,0.13566124974044697
46.046875,AF7,delta,0.15211012042207095
46.1328125,AF7,delta,0.1859403425364329
46.21875,AF7,delta,0.18060147734400575
46.3046875,AF7,delta,0.29819993895820174
46.390625,AF7,delta,0.5053330078884156
46.4765625,AF7,delta,0.676160113007266
46.5625,AF7,delta,0.6980639929136869
46.6484375,AF7,delta,0.6835407734673055
46.734375,AF7,delta,0.6718974681718883
46.8203125,AF7,delta,0.6673304077480425
46.90625,AF7,delta,0.6906707026299633
46.9921875,AF7,delta,0.7198091803526044
47.078125,AF7,delta,0.7514472477848214
47.1640625,AF7,delta,0.6851333106540334
47.25,AF7,delta,0.5772387052977719
47.3359375,AF7,delta,0.5366015909861299
47.421875,AF7,delta,0.5457770351322485
47.5078125,AF7,delta,0.5076008478324964
47.59375,AF7,delta,0.43327136440313385
47.6796875,AF7,delta,0.3943466297221921
47.765625,AF7,delta,0.3521319347780353
47.8515625,AF7,delta,0.14129674616408713
47.9375,AF7,delta,0.18282323512282894
48.0234375,AF7,delta,0.42892899748780106
48.109375,AF7,delta,0.5824098619378604
48.1953125,AF7,delta,0.7277937353597205
48.28125,AF7,delta,0.8059469453529582
48.3671875,AF7,delta,0.8352669046905397
48.453125,AF7,delta,0.7968475760230032
48.5390625,AF7,delta,0.6923388098179182
48.625,AF7,delta,0.6317764300825712
48.7109375,AF7,delta,0.6531178718930339
48.796875,AF7,delta,0.7006967980768405
48.8828125,AF7,delta,0.690483613831106
48.96875,AF7,delta,0.6376175663270045
49.0546875,AF7,delta,0.5720029180940744
49.140625,AF7,delta,0.5297693017576605
49.2265625,AF7,delta,0.6329846261724634
49.3125,AF7,delta,0.8038273406261237
49.3984375,AF7,delta,1.004726199049145
49.484375,AF7,delta,1.1237573775175327
49.5703125,AF7,delta,1.1270522218019257
49.65625,AF7,delta,1.0607740739696652
49.7421875,AF7,delta,0.9525393372495603
49.828125,AF7,delta,0.8603581322128451
49.9140625,AF7,delta,0.7115706610294141
50.0,AF7,delta,0.6068189196348559
50.0859375,AF7,delta,0.7474180712116334
50.171875,AF7,delta,0.89175028539924
50.2578125,AF7,delta,0.9625582372940849
50.34375,AF7,delta,1.0241964410288176
50.4296875,AF7,delta,1.0364369796508515
50.515625,AF7,delta,0.9646270178200418
50.6015625,AF7,delta,0.8020655792636873
50.6875,AF7,delta,0.6024256752647539
50.7734375,AF7,delta,0.469330522151391
50.859375,AF7,delta,0.4104636513741747
50.9453125,AF7,delta,0.2230386529506723
51.03125,AF7,delta,0.14432410600396717
51.1171875,AF7,delta,0.4593583450610245
51.203125,AF7,delta,0.7143472105465801
51.2890625,AF7,delta,0.9145644125241871
51.375,AF7,delta,1.0944398601466458
51.4609375,AF7,delta,1.2100288574609337
51.546875,AF7,delta,1.251386095349116
51.6328125,AF7,delta,1.1795249643745973
51.71875,AF7,delta,1.0558243990024327
51.8046875,AF7,delta,0.9426969703901167
51.890625,AF7,delta,0.9053686744865902
51.9765625,AF7,delta,0.9651595680907495
52.0625,AF7,delta,1.052376348573287
52.1484375,AF7,delta,1.1051374053914513
52.234375,AF7,delta,1.1206985433434982
52.3203125,AF7,delta,1.1281757150018534
52.40625,AF7,delta,1.129432720092753
52.4921875,AF7,delta,1.1132544439594478
52.578125,AF7,delta,1.043868024051943
52.6640625,AF7,delta,0.9437165422813066
52.75,AF7,delta,0.7424678616505761
52.8359375,AF7,delta,0.4736910139950071
52.921875,AF7,delta,0.23803539928444095
53.0078125,AF7,delta,-0.1043077839796956
53.09375,AF7,delta,-0.5589430911457504
53.1796875,AF7,delta,-0.7071164657282554
53.265625,AF7,delta,-0.9194825024988345
53.3515625,AF7,delta,-0.9836075220336575
53.4375,AF7,delta,-0.9483557867667649
53.5234375,AF7,delta,-0.9828432282791757
53.609375,AF7,delta,-1.0813322400507244
53.6953125,AF7,delta,-1.2154168612796126
53.78125,AF7,delta,-1.3121957241577162
53.8671875,AF7,delta,-1.3392000907296304
53.953125,AF7,delta,-1.2966652071255453
54.0390625,AF7,delta,-1.0367979414492818
54.125,AF7,delta,-0.9449694754694727
54.2109375,AF7,delta,-0.6763300918807458
54.296875,AF7,delta,-0.4053795001690636
54.3828125,AF7,delta,-0.2120980246809177
54.46875,AF7,delta,-0.12673359027336112
54.5546875,AF7,delta,-0.12302640085639313
54.640625,AF7,delta,-0.21704579325817006
54.7265625,AF7,delta,-0.39398876804033645
54.8125,AF7,delta,-0.6739937840080328
54.8984375,AF7,delta,-0.9039857419949352
54.984375,AF7,delta,-0.5147372193535442
55.0703125,AF7,delta,-0.32732138530140176
55.15625,AF7,delta,0.08972635305657753
55.2421875,AF7,delta,0.42804489300280574
55.328125,AF7,delta,0.6340369654474651
