unix_ms,lsl_unix_ts,X,Y,Z
1767829584329,1767829584.3279424,-0.2722170054912567,0.04083254933357239,0.9932868480682373
1767829584329,1767829584.3279617,-0.2644044756889343,0.03857424482703209,0.9773566722869873
1767829584329,1767829584.3279808,-0.2622072100639343,0.03631594404578209,0.9771125316619873
1767829584414,1767829584.4029424,-0.2574464678764343,0.03863527998328209,0.9846198558807373
1767829584414,1767829584.4029617,-0.2534791827201843,0.04217532277107239,0.9869391918182373
1767829584414,1767829584.4029808,-0.2585451006889343,0.044860873371362686,0.9865729808807373
1767829584449,1767829584.4479423,-0.2624513506889343,0.04412844777107239,0.9901740550994873
1767829584449,1767829584.4479616,-0.2664796710014343,0.045105013996362686,0.9918830394744873
1767829584449,1767829584.4479806,-0.2770998179912567,0.03845217451453209,1.0042121410369873
1767829584514,1767829584.5109422,-0.2885133922100067,0.03894045576453209,1.0096442699432373
1767829584514,1767829584.5109615,-0.2954103648662567,0.03936770558357239,1.0025031566619873
1767829584514,1767829584.5109806,-0.3052980601787567,0.045471224933862686,0.9847419261932373
1767829584558,1767829584.5569422,-0.3060915172100067,0.03552248701453209,0.9794929027557373
1767829584558,1767829584.5569615,-0.3051149547100067,0.02838136814534664,0.9802253246307373
1767829584558,1767829584.5569806,-0.3117677867412567,0.020813003182411194,0.9852302074432373
1767829584619,1767829584.6159422,-0.3068849742412567,0.018859876319766045,0.9696052074432373
1767829584619,1767829584.6159616,-0.2984010875225067,0.010375984013080597,0.9424445033073425
1767829584619,1767829584.6159806,-0.2788088023662567,0.009704596363008022,0.9210211634635925
1767829584674,1767829584.6729424,-0.2586061358451843,0.018859876319766045,0.9071051478385925
1767829584674,1767829584.6729617,-0.24841326475143433,0.017578138038516045,0.9401862025260925
1767829584674,1767829584.6729808,-0.2552492022514343,0.018859876319766045,0.9946296215057373
1767829584739,1767829584.7329423,-0.2648317217826843,0.019714370369911194,0.9835212230682373
1767829584739,1767829584.7329617,-0.2646486163139343,0.022338883951306343,0.9442145228385925
1767829584739,1767829584.7329807,-0.2757570445537567,0.024475114420056343,0.9365851283073425
1767829584795,1767829584.7929423,-0.2933351695537567,0.017150891944766045,0.9897468090057373
1767829584795,1767829584.7929616,-0.3016969859600067,0.021545425057411194,1.0127570629119873
1767829584795,1767829584.7929807,-0.3085939586162567,0.008178716525435448,0.9940803050994873
1767829584843,1767829584.8389423,-0.3232424259185791,0.0032348656095564365,0.9654548168182373
1767829584843,1767829584.8389616,-0.3327028751373291,0.008056646212935448,0.9522101283073425
