unix_ms,lsl_unix_ts,PPG1,PPG2,PPG3
1767593591745,1767593591.7339218,442.0,140137.0,58143.0
1767593591745,1767593591.7339375,442.0,140195.0,58135.0
1767593591745,1767593591.733953,442.0,140183.0,58125.0
1767593591745,1767593591.7339687,442.0,140185.0,58141.0
1767593591745,1767593591.7339842,441.0,140181.0,58148.0
1767593591795,1767593591.7789063,442.0,140209.0,58158.0
1767593591795,1767593591.7789218,441.0,140238.0,58162.0
1767593591795,1767593591.7789376,442.0,140249.0,58179.0
1767593591795,1767593591.778953,442.0,140216.0,58173.0
1767593591795,1767593591.7789688,440.0,140306.0,58165.0
1767593591795,1767593591.7789843,441.0,140274.0,58177.0
1767593591875,1767593591.8709064,441.0,140273.0,58192.0
1767593591875,1767593591.8709219,441.0,140284.0,58191.0
1767593591875,1767593591.8709376,441.0,140278.0,58185.0
1767593591875,1767593591.870953,442.0,140315.0,58184.0
1767593591875,1767593591.8709688,440.0,140292.0,58203.0
1767593591875,1767593591.8709843,442.0,140344.0,58207.0
1767593591963,1767593591.9589064,442.0,140336.0,58197.0
1767593591963,1767593591.958922,441.0,140374.0,58211.0
1767593591963,1767593591.9589376,443.0,140308.0,58213.0
1767593591963,1767593591.9589531,443.0,140363.0,58187.0
1767593591963,1767593591.9589689,443.0,140375.0,58216.0
1767593591963,1767593591.9589844,442.0,140363.0,58201.0
1767593592126,1767593592.1239064,441.0,140356.0,58196.0
1767593592126,1767593592.1239219,442.0,140355.0,58190.0
1767593592126,1767593592.1239376,441.0,140348.0,58196.0
1767593592126,1767593592.123953,441.0,140346.0,58214.0
1767593592126,1767593592.1239688,442.0,140319.0,58188.0
1767593592126,1767593592.1239843,442.0,140341.0,58198.0
1767593592162,1767593592.1549063,441.0,140350.0,58182.0
1767593592162,1767593592.1549218,442.0,140321.0,58184.0
1767593592162,1767593592.1549375,442.0,140371.0,58203.0
1767593592162,1767593592.154953,441.0,140360.0,58178.0
1767593592162,1767593592.1549687,440.0,140371.0,58192.0
1767593592162,1767593592.1549842,443.0,140414.0,58210.0
1767593592263,1767593592.2609062,441.0,140403.0,58215.0
1767593592263,1767593592.2609217,442.0,140391.0,58210.0
1767593592263,1767593592.2609375,442.0,140405.0,58206.0
1767593592263,1767593592.260953,442.0,140391.0,58199.0
1767593592263,1767593592.2609687,443.0,140407.0,58211.0
1767593592263,1767593592.2609842,442.0,140402.0,58198.0
1767593592357,1767593592.3489063,442.0,140398.0,58206.0
1767593592357,1767593592.3489218,443.0,140424.0,58203.0
1767593592357,1767593592.3489375,442.0,140474.0,58230.0
1767593592357,1767593592.348953,443.0,140429.0,58218.0
1767593592358,1767593592.3489687,442.0,140449.0,58219.0
1767593592358,1767593592.3489842,443.0,140472.0,58190.0
1767593592457,1767593592.4549062,441.0,140519.0,58214.0
1767593592457,1767593592.4549217,442.0,140491.0,58219.0
1767593592457,1767593592.4549375,442.0,140464.0,58234.0
1767593592457,1767593592.454953,441.0,140503.0,58262.0
1767593592457,1767593592.4549687,442.0,140534.0,58234.0
1767593592457,1767593592.4549842,441.0,140531.0,58245.0
1767593592549,1767593592.5289063,441.0,140543.0,58260.0
1767593592549,1767593592.5289218,442.0,140518.0,58231.0
1767593592549,1767593592.5289376,442.0,140565.0,58255.0
1767593592549,1767593592.528953,440.0,140533.0,58259.0
1767593592549,1767593592.5289688,441.0,140630.0,58298.0
1767593592549,1767593592.5289843,441.0,140578.0,58262.0
1767593592637,1767593592.6339064,442.0,140603.0,58275.0
1767593592637,1767593592.6339219,442.0,140612.0,58259.0
1767593592637,1767593592.6339376,442.0,140611.0,58281.0
1767593592637,1767593592.633953,443.0,140607.0,58269.0
1767593592637,1767593592.6339688,442.0,140641.0,58274.0
1767593592637,1767593592.6339843,441.0,140650.0,58262.0
1767593592714,1767593592.7089064,441.0,140636.0,58263.0
1767593592714,1767593592.708922,442.0,140660.0,58279.0
1767593592714,1767593592.7089376,443.0,140680.0,58283.0
1767593592714,1767593592.7089531,442.0,140695.0,58290.0
1767593592714,1767593592.7089689,441.0,140687.0,58285.0
1767593592714,1767593592.7089844,441.0,140703.0,58285.0
1767593592821,1767593592.8179064,441.0,140755.0,58303.0
1767593592821,1767593592.8179219,442.0,140741.0,58296.0
1767593592821,1767593592.8179376,442.0,140695.0,58292.0
1767593592821,1767593592.817953,441.0,140743.0,58299.0
1767593592821,1767593592.8179688,442.0,140773.0,58315.0
1767593592821,1767593592.8179843,442.0,140738.0,58295.0
1767593592906,1767593592.9039063,442.0,140743.0,58320.0
1767593592906,1767593592.9039218,441.0,140709.0,58295.0
1767593592906,1767593592.9039376,442.0,140728.0,58290.0
1767593592906,1767593592.903953,441.0,140751.0,58303.0
1767593592906,1767593592.9039688,442.0,140750.0,58308.0
1767593592906,1767593592.9039843,442.0,140724.0,58304.0
1767593593027,1767593592.9969063,442.0,140708.0,58278.0
1767593593027,1767593592.9969218,443.0,140733.0,58298.0
1767593593027,1767593592.9969375,442.0,140739.0,58296.0
1767593593027,1767593592.996953,443.0,140737.0,58286.0
1767593593027,1767593592.9969687,442.0,140707.0,58290.0
1767593593027,1767593592.9969842,442.0,140734.0,58277.0
1767593593191,1767593593.1589062,442.0,140709.0,58300.0
1767593593191,1767593593.1589217,441.0,140739.0,58303.0
1767593593191,1767593593.1589375,442.0,140765.0,58289.0
1767593593191,1767593593.158953,441.0,140720.0,58298.0
1767593593191,1767593593.1589687,442.0,140758.0,58272.0
1767593593191,1767593593.1589842,443.0,140766.0,58306.0
1767593593222,1767593593.2189064,442.0,140750.0,58289.0
1767593593222,1767593593.218922,443.0,140753.0,58290.0
1767593593222,1767593593.2189376,440.0,140765.0,58291.0
1767593593222,1767593593.2189531,443.0,140803.0,58292.0
1767593593222,1767593593.2189689,441.0,140745.0,58293.0
1767593593222,1767593593.2189844,442.0,140823.0,58303.0
1767593593286,1767593593.2809062,442.0,140775.0,58289.0
1767593593286,1767593593.2809217,442.0,140769.0,58303.0
1767593593286,1767593593.2809374,442.0,140796.0,58306.0
1767593593286,1767593593.280953,443.0,140767.0,58294.0
1767593593286,1767593593.2809687,443.0,140825.0,58312.0
1767593593286,1767593593.2809842,441.0,140813.0,58314.0
1767593593431,1767593593.4289062,443.0,140795.0,58296.0
1767593593431,1767593593.4289217,443.0,140815.0,58311.0
1767593593431,1767593593.4289374,441.0,140856.0,58315.0
1767593593431,1767593593.428953,442.0,140856.0,58307.0
1767593593431,1767593593.4289687,440.0,140832.0,58306.0
1767593593431,1767593593.4289842,441.0,140851.0,58303.0
1767593593496,1767593593.4619062,441.0,140830.0,58319.0
1767593593496,1767593593.4619217,441.0,140870.0,58316.0
1767593593496,1767593593.4619374,442.0,140852.0,58305.0
1767593593496,1767593593.461953,442.0,140860.0,58335.0
1767593593496,1767593593.4619687,441.0,140916.0,58334.0
1767593593496,1767593593.4619842,442.0,140868.0,58311.0
1767593593600,1767593593.5949063,441.0,140968.0,58309.0
1767593593600,1767593593.5949218,441.0,140893.0,58320.0
1767593593600,1767593593.5949376,441.0,140916.0,58326.0
1767593593600,1767593593.594953,443.0,140910.0,58333.0
1767593593600,1767593593.5949688,441.0,140915.0,58314.0
1767593593600,1767593593.5949843,441.0,140935.0,58317.0
1767593593685,1767593593.6599064,443.0,140953.0,58352.0
1767593593685,1767593593.659922,442.0,140946.0,58333.0
1767593593685,1767593593.6599376,443.0,140964.0,58333.0
1767593593685,1767593593.659953,443.0,140968.0,58338.0
1767593593685,1767593593.6599689,443.0,140955.0,58335.0
1767593593685,1767593593.6599844,443.0,140949.0,58340.0
1767593593746,1767593593.7439063,443.0,141003.0,58324.0
1767593593746,1767593593.7439218,441.0,140982.0,58348.0
1767593593746,1767593593.7439375,441.0,141016.0,58345.0
1767593593746,1767593593.743953,443.0,141007.0,58341.0
1767593593746,1767593593.7439687,441.0,140949.0,58313.0
1767593593746,1767593593.7439842,442.0,140977.0,58316.0
1767593593851,1767593593.8349063,442.0,140950.0,58320.0
1767593593851,1767593593.8349218,442.0,140907.0,58333.0
1767593593857,1767593593.8349376,441.0,140929.0,58320.0
1767593593857,1767593593.834953,442.0,140903.0,58314.0
1767593593857,1767593593.8349688,443.0,140935.0,58302.0
1767593593857,1767593593.8349843,442.0,140923.0,58285.0
1767593593931,1767593593.9289062,441.0,140958.0,58318.0
1767593593931,1767593593.9289217,441.0,140892.0,58318.0
1767593593931,1767593593.9289374,442.0,140941.0,58323.0
1767593593931,1767593593.928953,442.0,140898.0,58301.0
1767593593931,1767593593.9289687,441.0,140850.0,58291.0
1767593593931,1767593593.9289842,442.0,140871.0,58302.0
1767593594051,1767593594.0289063,443.0,140890.0,58292.0
1767593594051,1767593594.0289218,442.0,140901.0,58323.0
1767593594051,1767593594.0289376,442.0,140839.0,58288.0
1767593594051,1767593594.028953,442.0,140870.0,58288.0
1767593594051,1767593594.0289688,443.0,140858.0,58301.0
1767593594051,1767593594.0289843,441.0,140884.0,58299.0
1767593594137,1767593594.1349063,442.0,140847.0,58287.0
1767593594137,1767593594.1349218,443.0,140874.0,58279.0
1767593594137,1767593594.1349375,441.0,140844.0,58290.0
1767593594137,1767593594.134953,441.0,140830.0,58271.0
1767593594137,1767593594.1349688,442.0,140862.0,58300.0
1767593594137,1767593594.1349843,442.0,140858.0,58296.0
1767593594256,1767593594.2089064,442.0,140863.0,58275.0
1767593594256,1767593594.208922,441.0,140837.0,58274.0
1767593594256,1767593594.2089376,442.0,140861.0,58286.0
1767593594256,1767593594.2089531,440.0,140843.0,58301.0
1767593594256,1767593594.2089689,441.0,140825.0,58289.0
1767593594256,1767593594.2089844,441.0,140811.0,58288.0
1767593594396,1767593594.3929062,442.0,140858.0,58276.0
1767593594396,1767593594.3929217,441.0,140845.0,58291.0
1767593594396,1767593594.3929374,441.0,140841.0,58291.0
1767593594396,1767593594.392953,441.0,140857.0,58297.0
1767593594396,1767593594.3929687,442.0,140893.0,58286.0
1767593594396,1767593594.3929842,442.0,140819.0,58302.0
1767593594451,1767593594.4489062,441.0,140842.0,58292.0
1767593594451,1767593594.4489217,442.0,140867.0,58265.0
1767593594451,1767593594.4489374,441.0,140872.0,58314.0
1767593594451,1767593594.448953,442.0,140837.0,58307.0
1767593594451,1767593594.4489686,441.0,140848.0,58281.0
1767593594451,1767593594.4489841,442.0,140875.0,58271.0
1767593594528,1767593594.4939063,442.0,140865.0,58290.0
1767593594528,1767593594.4939218,441.0,140847.0,58281.0
1767593594528,1767593594.4939375,441.0,140830.0,58287.0
