unix_ms,lsl_unix_ts,TP9,AF7,AF8,TP10,Right AUX
1767593587081,1767593587.007125,0.3154841284994476,2.4342316857615898,-2.656331216678393,0.17403326408138822,-1.9893619192685112
1767593587082,1767593587.0110312,-0.9517945414240954,2.686857927852933,-7.069486374714369,0.9970324907104224,8.615209888189279
1767593587082,1767593587.0149374,-2.2242237370171463,1.4185085281285994,-11.27608553546056,0.13619608118086485,9.744268276865856
1767593587082,1767593587.0188437,-3.4273440735295084,-3.2565607607952933,-14.935816129138875,-2.6424959738330385,9.117020269341289
1767593587082,1767593587.02275,-4.325265033127376,-12.541604121080635,-17.559991100564122,-5.604956310043109,32.826805083823025
1767593587082,1767593587.0266562,-4.697524974979569,-24.36121389253177,-18.693385573511904,-6.073437492186073,104.62335003056057
1767593587082,1767593587.0305624,-4.758297114316032,-31.9211003645247,-18.277659595295095,-2.5916565381155676,217.60799274904724
1767593587082,1767593587.034469,-5.241873712134111,-27.010532616730842,-16.977933722800486,3.4129892955587566,326.90960833299414
1767593587082,1767593587.038375,-6.804574425857249,-7.099586186901768,-16.094156217724834,8.14515178076131,377.6122696524385
1767593587083,1767593587.0422812,-9.310090709859466,20.38876074549669,-16.90347648256928,7.999802578883897,345.97906232111757
1767593587083,1767593587.0461874,-11.848806153449972,41.998054531260635,-19.824541336692068,2.0607589258784405,254.94883323066068
1767593587083,1767593587.0500937,-13.52892722383407,47.63486650324244,-24.07575257933023,-7.44718161780973,151.08512859001542
1767593587083,1767593587.025125,-14.242783308721954,37.21117050136786,-28.15061074258652,-16.77783539302589,69.17374120852624
1767593587083,1767593587.0290313,-14.713163640266156,19.3824561695931,-30.76134988540555,-22.851395145461556,17.20186456843914
1767593587083,1767593587.0329375,-15.854874647867945,4.496304081040813,-31.53048768068535,-24.58890448591674,-12.428771993479835
1767593587083,1767593587.0368438,-18.035107825553016,-2.0023195020086497,-30.968467233706594,-22.902452317958446,-24.64038918650489
