unix_ms,rel_timestamp,frame,ipd,event,gaze_target_world_pos_x,gaze_target_world_pos_y,gaze_target_world_pos_z,gaze_target_screen_pos_x,gaze_target_screen_pos_y,gaze_target_screen_pos_z,gaze_direction_x,gaze_direction_y,gaze_direction_z,gaze_target_distance,gaze_target_name,head_target_world_pos_x,head_target_world_pos_y,head_target_world_pos_z,head_target_screen_pos_x,head_target_screen_pos_y,head_target_screen_pos_z,head_direction_x,head_direction_y,head_direction_z,head_position_x,head_position_y,head_position_z,head_target_distance,head_target_name,gaze_head_rel_direction_x,gaze_head_rel_direction_y,gaze_head_rel_direction_z,gaze_head_angle_diff
1767829623178,3.930931,1429,60,Eye Hit,-44.81351,4.497991E-17,3.885857,481.883,728.6216,38.81554,-0.989641,-0.03567756,0.1390603,42.23617,RoadWest,-29.56198,2.946579,13.8,720.5613,792,30.92035,-0.8585647,0.04656141,0.5105867,-3.014864,1.506883,-1.98752,30.92035,NorthBuildings_NoColliders,-0.3810132,-0.1012222,0.919012,23.21793
1767829623191,3.944489,1430,60,Eye Hit,-44.81442,4.49682E-17,3.886147,481.2013,728.3622,38.79934,-0.989641,-0.03567757,0.1390602,42.23785,RoadWest,-29.50077,2.957396,13.8,720.5623,792,30.86892,-0.8580362,0.04698747,0.5114353,-3.014115,1.506944,-1.987458,30.86892,NorthBuildings_NoColliders,-0.3819275,-0.1015901,0.9185918,23.27893
1767829623206,3.958813,1431,60,Eye Hit,-47.06618,2.385374E-17,4.409148,483.7325,729.3869,40.98466,-0.9890553,-0.03383415,0.1436129,44.54031,RoadWest,-29.45388,2.971702,13.8,720.563,792,30.83001,-0.8576231,0.04750949,0.5120796,-3.01336,1.506984,-1.987418,30.83001,NorthBuildings_NoColliders,-0.3784983,-0.1001261,0.9201705,23.04897
1767829623219,3.971853,1432,60,Eye Hit,-47.06635,2.384841E-17,4.40928,482.9235,729.1266,40.96373,-0.9890554,-0.03383404,0.1436128,44.54123,RoadWest,-29.38036,2.978103,13.8,720.5641,792,30.76793,-0.8569887,0.04781252,0.5131125,-3.012594,1.50701,-1.987413,30.76793,NorthBuildings_NoColliders,-0.3795902,-0.1004888,0.9196811,23.12049
1767829623233,3.986015,1433,60,Eye Hit,-47.06655,2.383939E-17,4.409503,482.0742,728.9775,40.94255,-0.9890554,-0.03383401,0.1436127,44.54227,RoadWest,-29.30503,2.981701,13.8,720.5654,792,30.70422,-0.8563398,0.04802783,0.5141747,-3.011784,1.507044,-1.987336,30.70422,NorthBuildings_NoColliders,-0.3807424,-0.1006727,0.9191846,23.19284
1767829623247,4.000416,1434,60,Eye Hit,-45.46476,0.2076554,4.204558,481.4885,731.103,39.45266,-0.9890773,-0.03027282,0.144255,42.92268,Vehicle.SportCar.Body-SportCar3.Body,-29.22117,2.982565,13.8,720.5667,792,30.63319,-0.8556167,0.04816733,0.5153639,-3.010903,1.507046,-1.987241,30.63319,NorthBuildings_NoColliders,-0.3816916,-0.09727444,0.9191567,23.19688
1767829623262,4.014591,1435,60,Eye Hit,-45.27626,0.2133924,4.177348,480.4505,730.9496,39.25247,-0.9890773,-0.03027282,0.144255,42.73303,Vehicle.SportCar.Body-SportCar3.Body,-29.12888,2.982586,13.8,720.5681,792,30.55497,-0.8548165,0.04829145,0.5166785,-3.009986,1.507042,-1.987094,30.55497,NorthBuildings_NoColliders,-0.3831007,-0.09745531,0.9185511,23.28481
1767829623276,4.028597,1436,60,Eye Hit,-45.18401,0.2317747,4.36341,482.4883,731.2892,39.24486,-0.9884114,-0.02988778,0.1488278,42.66945,Vehicle.SportCar.Body-SportCar3.Body,-29.03479,2.984733,13.8,720.5696,792,30.47543,-0.8539913,0.04848704,0.5180232,-3.009046,1.50707,-1.986978,30.47543,NorthBuildings_NoColliders,-0.3803403,-0.09703872,0.9197417,23.11166
1767829623288,4.041553,1437,60,Eye Hit,-44.99605,0.2374135,4.335354,481.4762,731.1107,39.04564,-0.9884114,-0.02988778,0.1488277,42.48024,Vehicle.SportCar.Body-SportCar3.Body,-28.94722,2.990908,13.8,720.5709,792,30.40174,-0.8532121,0.0488082,0.5192753,-3.008096,1.507054,-1.986871,30.40173,NorthBuildings_NoColliders,-0.3817153,-0.09726146,0.9191483,23.19811
1767829623303,4.055815,1438,60,Eye Hit,-48.3333,1.156351,13.8,597.9727,752.201,46.84063,-0.9443344,-0.007308667,0.3289061,47.99804,NorthBuildings_NoColliders,-28.8776,2.998945,13.8,720.572,792,30.34357,-0.8525857,0.04916339,0.5202699,-3.007104,1.507152,-1.986847,30.34357,NorthBuildings_NoColliders,-0.2075806,-0.06749703,0.9758865,12.60794
1767829623316,4.069168,1439,60,Eye Hit,-48.33214,1.15644,13.8,597.1732,751.9724,46.82605,-0.9443343,-0.007308669,0.3289064,47.9979,NorthBuildings_NoColliders,-28.79814,3.004224,13.8,720.5732,792,30.27697,-0.8518706,0.04944299,0.5214134,-3.006081,1.507241,-1.986818,30.27697,NorthBuildings_NoColliders,-0.2088723,-0.06786396,0.9755855,12.68672
1767829623331,4.084148,1440,60,Eye Hit,-48.33086,1.156473,13.8,596.3959,751.733,46.81159,-0.9443344,-0.007308548,0.3289059,47.99765,NorthBuildings_NoColliders,-28.72193,3.011945,13.8,720.5745,792,30.2133,-0.8511783,0.04980187,0.5225087,-3.005023,1.507267,-1.986712,30.2133,NorthBuildings_NoColliders,-0.2101265,-0.06824896,0.9752892,12.76379
1767829623345,4.097988,1441,60,Eye Hit,-24.65655,1.489747,10.54919,706.7559,761.8569,24.97807,-0.8654248,-0.0006978684,0.5010383,25.01963,0,-28.6383,3.018146,13.8,720.5759,792,30.14333,-0.8504159,0.05012516,0.5237178,-3.003931,1.507207,-1.986601,30.14333,NorthBuildings_NoColliders,-0.02418363,-0.05229727,0.9983387,3.303101
1767829623358,4.111187,1442,60,Eye Hit,-24.64524,1.489697,10.54345,705.9296,761.6847,24.96506,-0.8654245,-0.0006976301,0.5010387,25.00789,0,-28.55428,3.021097,13.8,720.5771,792,30.07296,-0.8496495,0.05034271,0.5249393,-3.002801,1.507143,-1.986478,30.07296,NorthBuildings_NoColliders,-0.02561653,-0.0525934,0.9982873,3.353688
1767829623373,4.125505,1443,60,Eye Hit,-28.55643,1.463432,13.8,721.5545,762.1215,29.99717,-0.8507596,-0.001454171,0.525553,30.03762,NorthBuildings_NoColliders,-28.4821,3.020154,13.8,720.5783,792,30.01254,-0.8489938,0.05041367,0.5259923,-3.001634,1.507112,-1.986367,30.01254,NorthBuildings_NoColliders,0.001693517,-0.05185463,0.9986533,2.973877
1767829623386,4.138889,1444,60,Eye Hit,-28.55505,1.463445,13.8,720.8029,762.0881,29.99687,-0.8507599,-0.001454171,0.5255527,30.03738,NorthBuildings_NoColliders,-28.40697,3.01648,13.8,720.5795,792,29.94952,-0.8483112,0.05039664,0.5270944,-3.000454,1.507125,-1.986226,29.94952,NorthBuildings_NoColliders,0.0003892183,-0.05191252,0.9986516,2.97572
1767829623400,4.152935,1445,60,Eye Hit,-28.55377,1.463473,13.8,720.0413,761.9191,29.99632,-0.8507597,-0.001453933,0.525553,30.03728,NorthBuildings_NoColliders,-28.3299,3.019722,13.8,720.5808,792,29.88533,-0.8475944,0.0506127,0.5282252,-2.999263,1.507145,-1.986184,29.88532,NorthBuildings_NoColliders,-0.0009324849,-0.05220501,0.9986359,2.992971
1767829623414,4.167332,1446,60,Eye Hit,-28.36833,1.354469,13.8,721.2689,759.7108,29.83409,-0.8490429,-0.005107725,0.5282992,29.88105,NorthBuildings_NoColliders,-28.2527,3.025014,13.8,720.582,792,29.8212,-0.8468693,0.05090073,0.5293596,-2.998042,1.507093,-1.986136,29.82119,NorthBuildings_NoColliders,0.001192212,-0.05602594,0.9984286,3.212418
1767829623428,4.180676,1447,60,Eye Hit,-28.36692,1.354408,13.8,720.6266,759.558,29.8335,-0.8490429,-0.005107605,0.5282992,29.88088,NorthBuildings_NoColliders,-28.18792,3.028155,13.8,720.5831,792,29.76754,-0.8462621,0.0511002,0.5303106,-2.996773,1.507027,-1.986044,29.76754,NorthBuildings_NoColliders,7.760525E-05,-0.05629011,0.9984146,3.226889
1767829623441,4.194738,1448,60,Eye Hit,-27.99327,1.362669,13.8,723.75,759.7903,29.51867,-0.8455113,-0.00487864,0.5339352,29.56533,NorthBuildings_NoColliders,-28.11745,3.029207,13.8,720.5842,792,29.70907,-0.8456001,0.05124023,0.5313518,-2.995448,1.506908,-1.985971,29.70907,NorthBuildings_NoColliders,0.005486339,-0.05588757,0.9984219,3.219175
1767829623455,4.208172,1449,60,Eye Hit,-27.99173,1.362618,13.8,723.0434,759.7035,29.51838,-0.8455113,-0.00487864,0.5339353,29.5651,NorthBuildings_NoColliders,-28.04694,3.028501,13.8,720.5854,792,29.65052,-0.8449376,0.05131934,0.5323972,-2.994099,1.506856,-1.985853,29.65052,NorthBuildings_NoColliders,0.004260302,-0.05603803,0.9984196,3.221728
1767829623470,4.2229,1450,60,Eye Hit,-27.99894,1.52364,13.8,722.0206,762.6476,29.53346,-0.8456054,0.0005694331,0.5338082,29.57195,NorthBuildings_NoColliders,-27.97183,3.032699,13.8,720.5867,792,29.58839,-0.8442191,0.05157083,0.5335116,-2.992742,1.506801,-1.985749,29.58839,NorthBuildings_NoColliders,0.002486944,-0.05094384,0.9986985,2.923622
1767829623484,4.236485,1451,60,Eye Hit,-27.99728,1.523575,13.8,721.3764,762.2344,29.53215,-0.8456053,0.0005694331,0.5338085,29.57166,NorthBuildings_NoColliders,-27.90663,3.04907,13.8,720.5877,792,29.53534,-0.8435759,0.05221995,0.534465,-2.991329,1.506736,-1.985604,29.53534,NorthBuildings_NoColliders,0.001368731,-0.05165913,0.9986638,2.962203
1767829623498,4.250689,1452,60,Eye Hit,-27.99589,1.523528,13.8,720.6176,761.9694,29.53146,-0.8456053,0.0005693139,0.5338085,29.57165,NorthBuildings_NoColliders,-27.83094,3.056999,13.8,720.5889,792,29.4731,-0.8428362,0.05260075,0.5355934,-2.989949,1.506692,-1.985597,29.4731,NorthBuildings_NoColliders,5.182624E-05,-0.0521179,0.9986411,2.987472
1767829623511,4.264175,1453,60,Eye Hit,-28.25062,1.608192,13.8,717.1512,763.0526,29.75058,-0.8480403,0.003409681,0.5299207,29.78873,NorthBuildings_NoColliders,-27.75782,3.071827,13.8,720.5901,792,29.41348,-0.8421053,0.05321386,0.5366814,-2.988576,1.506623,-1.985669,29.41348,NorthBuildings_NoColliders,-0.005956978,-0.05024203,0.9987193,2.900026
1767829623524,4.277697,1454,60,Eye Hit,-28.2493,1.608145,13.8,716.5002,762.8773,29.74999,-0.84804,0.003409801,0.5299212,29.78882,NorthBuildings_NoColliders,-27.69299,3.075796,13.8,720.5911,792,29.36032,-0.8414691,0.05344716,0.5376552,-2.98719,1.506571,-1.985726,29.36031,NorthBuildings_NoColliders,-0.007086724,-0.05054512,0.9986967,2.925564
1767829623539,4.291815,1455,60,Eye Hit,-28.16702,1.639405,13.8,716.6096,763.3058,29.68285,-0.8472732,0.004474372,0.5311385,29.72044,NorthBuildings_NoColliders,-27.62478,3.082342,13.8,720.5923,792,29.30454,-0.8407946,0.05377722,0.5386766,-2.985682,1.506425,-1.985671,29.30454,NorthBuildings_NoColliders,-0.006899446,-0.04980324,0.9987352,2.881947
1767829623551,4.304865,1456,60,Eye Hit,-28.16541,1.639278,13.8,716.0386,763.4098,29.68279,-0.847273,0.004474373,0.5311388,29.72033,NorthBuildings_NoColliders,-27.56863,3.072562,13.8,720.5933,792,29.25808,-0.8402625,0.0535327,0.5395304,-2.98417,1.506298,-1.985623,29.25807,NorthBuildings_NoColliders,-0.007890701,-0.04962284,0.9987369,2.880112
1767829623567,4.319502,1457,60,Eye Hit,-28.16385,1.639117,13.8,715.3693,763.4733,29.68262,-0.8472731,0.004474611,0.5311386,29.72029,NorthBuildings_NoColliders,-27.50307,3.064032,13.8,720.5945,792,29.20383,-0.8396307,0.05334581,0.5405318,-2.982646,1.50613,-1.985597,29.20382,NorthBuildings_NoColliders,-0.009052336,-0.04951243,0.9987324,2.885069
1767829623580,4.333326,1458,60,Eye Hit,-28.00227,1.654635,13.8,716.328,764.0592,29.54927,-0.8457426,0.005025083,0.5335674,29.5849,NorthBuildings_NoColliders,-27.43789,3.050239,13.8,720.5955,792,29.14968,-0.8390081,0.05297726,0.5415337,-2.981066,1.505969,-1.985539,29.14968,NorthBuildings_NoColliders,-0.00739336,-0.0484986,0.9987959,2.811951
1767829623595,4.347511,1459,60,Eye Hit,-28.00069,1.654439,13.8,715.6645,764.2083,29.54936,-0.8457424,0.005025084,0.5335678,29.58488,NorthBuildings_NoColliders,-27.37485,3.037642,13.8,720.5964,792,29.09747,-0.8384008,0.05264612,0.5425056,-2.979505,1.505772,-1.985541,29.09747,NorthBuildings_NoColliders,-0.008544892,-0.04823991,0.9987993,2.808119
1767829623608,4.361252,1460,60,Eye Hit,-28.22201,1.665632,13.8,712.7543,764.4044,29.73678,-0.8478652,0.005374971,0.5301847,29.77371,NorthBuildings_NoColliders,-27.31921,3.026466,13.8,720.5975,792,29.0516,-0.837864,0.05235054,0.543363,-2.977915,1.505599,-1.985568,29.05161,NorthBuildings_NoColliders,-0.01358944,-0.04789764,0.99876,2.853756
1767829623622,4.375099,1461,60,Eye Hit,-28.22062,1.665476,13.8,712.0788,764.6012,29.73698,-0.8478651,0.00537497,0.5301848,29.77392,NorthBuildings_NoColliders,-27.25633,3.011586,13.8,720.5986,792,28.99954,-0.8372539,0.05193682,0.5443423,-2.976351,1.505442,-1.985679,28.99954,NorthBuildings_NoColliders,-0.01476201,-0.04755609,0.9987596,2.854236
1767829623637,4.389591,1462,60,Eye Hit,-28.07649,1.647433,13.8,712.9021,764.4293,29.61648,-0.8465133,0.004794925,0.532346,29.6531,NorthBuildings_NoColliders,-27.1938,3.003032,13.8,720.5996,792,28.94813,-0.8366361,0.05174025,0.5453101,-2.97475,1.505249,-1.985707,28.94813,NorthBuildings_NoColliders,-0.01333725,-0.04785485,0.9987653,2.847576
1767829623650,4.403246,1463,60,Eye Hit,-28.07487,1.647267,13.8,712.3839,764.4423,29.61615,-0.846513,0.004794924,0.5323464,29.6531,NorthBuildings_NoColliders,-27.14537,2.998698,13.8,720.6004,792,28.90876,-0.8361559,0.05166651,0.5460531,-2.973138,1.505083,-1.985721,28.90877,NorthBuildings_NoColliders,-0.01423645,-0.04783157,0.998754,2.860471
1767829623664,4.417564,1464,60,Eye Hit,-28.07339,1.647082,13.8,711.7278,764.3604,29.61557,-0.8465133,0.004794924,0.532346,29.65323,NorthBuildings_NoColliders,-27.08424,2.998178,13.8,720.6015,792,28.85902,-0.8355344,0.05174398,0.5469964,-2.971534,1.504897,-1.985778,28.85902,NorthBuildings_NoColliders,-0.01537478,-0.04797276,0.9987303,2.887579
1767829623678,4.431028,1465,60,Eye Hit,-27.93066,1.587232,13.8,712.7589,763.0484,29.49362,-0.8451625,0.002794813,0.5345021,29.53366,NorthBuildings_NoColliders,-27.0363,3.007057,13.8,720.6023,792,28.82081,-0.8350348,0.05212781,0.5477223,-2.969923,1.504691,-1.985801,28.82081,NorthBuildings_NoColliders,-0.0135884,-0.05024549,0.9986446,2.983603
1767829623691,4.444502,1466,60,Eye Hit,-27.92912,1.586969,13.8,712.2123,762.853,29.49284,-0.8451624,0.002794813,0.5345023,29.53377,NorthBuildings_NoColliders,-26.98469,3.012822,13.8,720.603,792,28.77944,-0.8344984,0.05241221,0.548512,-2.968293,1.504428,-1.985868,28.77944,NorthBuildings_NoColliders,-0.01453659,-0.05058307,0.9986141,3.016815
1767829623706,4.458277,1467,60,Eye Hit,-28.2752,1.468251,13.8,708.1166,760.05,29.77542,-0.848475,-0.001203501,0.5292341,29.82825,NorthBuildings_NoColliders,-26.92406,3.022245,13.8,720.6042,792,28.73087,-0.8338553,0.05283848,0.5494483,-2.966669,1.50415,-1.986128,28.73087,NorthBuildings_NoColliders,-0.02162623,-0.05542614,0.9982285,3.410878
1767829623719,4.472036,1468,60,Eye Hit,-28.27402,1.467915,13.8,707.5261,759.9508,29.77497,-0.848475,-0.00120362,0.5292341,29.82877,NorthBuildings_NoColliders,-26.86904,3.022699,13.8,720.6051,792,28.68655,-0.8332821,0.05294755,0.5503068,-2.96505,1.503817,-1.986403,28.68655,NorthBuildings_NoColliders,-0.02265,-0.05559641,0.9981965,3.441735
1767829623733,4.486423,1469,60,Eye Hit,-28.27254,1.467626,13.8,706.9419,759.7924,29.77401,-0.8484752,-0.001203501,0.5292338,29.82897,NorthBuildings_NoColliders,-26.8144,3.026226,13.8,720.606,792,28.64266,-0.8327088,0.05316199,0.5511533,-2.963402,1.503525,-1.986499,28.64266,NorthBuildings_NoColliders,-0.02366248,-0.05586899,0.9981579,3.478403
1767829623747,4.500637,1470,60,Eye Hit,-28.13737,1.482533,13.8,707.6088,759.9562,29.6623,-0.8472128,-0.0006971529,0.5312533,29.71578,NorthBuildings_NoColliders,-26.74971,3.031424,13.8,720.6071,792,28.59053,-0.8320217,0.05345037,0.5521622,-2.961773,1.50325,-1.986611,28.59053,NorthBuildings_NoColliders,-0.02251044,-0.05558731,0.9982001,3.438206
1767829623761,4.513968,1471,60,Eye Hit,-28.13589,1.482265,13.8,707.0584,759.7147,29.66109,-0.8472127,-0.0006972724,0.5312533,29.71592,NorthBuildings_NoColliders,-26.69794,3.039241,13.8,720.6079,792,28.54926,-0.8314665,0.05381072,0.5529629,-2.960181,1.502985,-1.986683,28.54926,NorthBuildings_NoColliders,-0.02346417,-0.05600357,0.9981549,3.481103
1767829623775,4.528563,1472,60,Eye Hit,-28.06343,1.591259,13.8,707.1019,761.6683,29.60688,-0.8465319,0.002985141,0.5323296,29.6561,NorthBuildings_NoColliders,-26.6448,3.045407,13.8,720.6089,792,28.50684,-0.8308955,0.05411597,0.5537906,-2.958596,1.502731,-1.986821,28.50684,NorthBuildings_NoColliders,-0.02339494,-0.05262467,0.9983402,3.301501
1767829623788,4.541491,1473,60,Eye Hit,-28.06218,1.591061,13.8,706.6191,761.4042,29.60589,-0.8465321,0.002985141,0.5323293,29.65642,NorthBuildings_NoColliders,-26.59947,3.054873,13.8,720.6097,792,28.47107,-0.830401,0.05452345,0.5544921,-2.95707,1.502532,-1.986984,28.47107,NorthBuildings_NoColliders,-0.02423152,-0.05308041,0.9982963,3.345037
1767829623802,4.555126,1474,60,Eye Hit,-23.78177,1.607147,10.89331,702.3069,761.49,24.4409,-0.850475,0.004279512,0.5259981,24.48771,0,-26.58764,3.073782,13.8,720.6098,792,28.46363,-0.8302543,0.05520838,0.5546438,-2.955588,1.502351,-1.987178,28.46363,NorthBuildings_NoColliders,-0.03192103,-0.05292065,0.9980884,3.543261
1767829623815,4.568758,1475,60,Eye Hit,-23.74953,1.606825,10.87396,702.3189,761.0528,24.40373,-0.8504751,0.004279392,0.5259979,24.45144,0,-26.5849,3.094982,13.8,720.6098,792,28.46386,-0.8302006,0.05595846,0.5546491,-2.954187,1.502188,-1.987453,28.46385,NorthBuildings_NoColliders,-0.03190085,-0.0536768,0.9980487,3.579929
1767829623831,4.584059,1476,60,Eye Hit,-23.71983,1.606509,10.85621,702.6218,760.6107,24.36988,-0.8504751,0.004279392,0.5259979,24.41813,0,-26.60795,3.118546,13.8,720.6094,792,28.48559,-0.8304242,0.0567491,0.5542338,-2.952819,1.502014,-1.987679,28.48559,NorthBuildings_NoColliders,-0.03137651,-0.05444241,0.9980238,3.602664
1767829623844,4.597708,1477,60,Eye Hit,-9.873779,1.513198,0.8655182,609.6597,752.8538,7.331387,-0.9245303,0.001515923,0.3811054,7.487328,SW_Tree_10,-26.64773,3.14256,13.8,720.6085,792,28.52124,-0.8308266,0.05752595,0.5535502,-2.951517,1.501848,-1.987944,28.52125,NorthBuildings_NoColliders,-0.1917905,-0.06661362,0.9791726,11.71416
1767829623859,4.611399,1478,60,Eye Hit,-9.873521,1.513032,0.8656785,610.179,752.2759,7.33318,-0.9245303,0.001516043,0.3811057,7.488386,SW_Tree_10,-26.68948,3.1756,13.8,720.6078,792,28.55903,-0.8312325,0.05861267,0.5528264,-2.950281,1.501679,-1.988188,28.55903,NorthBuildings_NoColliders,-0.1909257,-0.06760392,0.9792737,11.68559
1767829623872,4.625061,1479,60,Eye Hit,-68.12498,0.7664466,13.8,513.6835,738.2955,62.87798,-0.9718319,-0.01096067,0.2354201,67.06496,NorthBuildings_NoColliders,-26.73773,3.211612,13.8,720.6069,792,28.6024,-0.8316998,0.05978828,0.5519971,-2.949116,1.501524,-1.988442,28.6024,NorthBuildings_NoColliders,-0.3366136,-0.08750392,0.9375684,20.35288
1767829623885,4.638691,1480,60,Eye Hit,-68.12474,0.7662487,13.8,514.2936,737.5146,62.8928,-0.9718317,-0.0109608,0.2354207,67.06585,NorthBuildings_NoColliders,-26.78311,3.25407,13.8,720.606,792,28.64379,-0.8321209,0.06119046,0.5512082,-2.948019,1.501344,-1.98869,28.64378,NorthBuildings_NoColliders,-0.3356936,-0.08879586,0.9377766,20.31853
1767829623900,4.652819,1481,60,Eye Hit,-68.12544,0.7660336,13.8,514.7792,736.7047,62.90366,-0.9718317,-0.01096068,0.2354207,67.06757,NorthBuildings_NoColliders,-26.81888,3.29666,13.8,720.6053,792,28.67722,-0.8324314,0.06261138,0.5505795,-2.947054,1.50114,-1.989093,28.67722,NorthBuildings_NoColliders,-0.3349516,-0.09012916,0.9379148,20.29573
1767829623913,4.666569,1482,60,Eye Hit,-36.68479,0.4712153,4.424115,482.6766,722.0154,31.55348,-0.9819657,-0.02996954,0.1866689,34.35829,Vehicle.SportCar.Body-SportCar3.Body,-26.83798,3.329098,13.8,720.6049,792,28.69619,-0.8325793,0.06370817,0.5502299,-2.946129,1.500917,-1.9895,28.69619,NorthBuildings_NoColliders,-0.3796427,-0.1116945,0.9183658,23.31166
1767829623928,4.680351,1483,60,Eye Hit,-36.49104,0.4769176,4.387212,482.9456,721.6566,31.37614,-0.9819657,-0.02996966,0.1866687,34.16188,Vehicle.SportCar.Body-SportCar3.Body,-26.86011,3.355568,13.8,720.6044,792,28.71718,-0.8327718,0.06458956,0.5498357,-2.945246,1.500738,-1.989733,28.71718,NorthBuildings_NoColliders,-0.3792552,-0.112278,0.9184548,23.29879
1767829623942,4.694613,1484,60,Eye Hit,-36.22739,0.5612773,4.127785,478.806,722.5651,31.01956,-0.9831451,-0.02774591,0.1807095,33.85359,Vehicle.SportCar.Body-SportCar3.Body,-26.86303,3.370366,13.8,720.6043,792,28.72137,-0.8327816,0.06510103,0.5497606,-2.944409,1.500575,-1.989875,28.72137,NorthBuildings_NoColliders,-0.3849616,-0.1105663,0.9162858,23.61101
1767829623955,4.708416,1485,60,Eye Hit,-36.05308,0.5660635,4.095805,478.6912,722.3745,30.85453,-0.9831451,-0.02774579,0.1807097,33.67705,Vehicle.SportCar.Body-SportCar3.Body,-26.8556,3.384958,13.8,720.6044,792,28.71681,-0.8326812,0.06562352,0.5498506,-2.943657,1.50046,-1.989956,28.71681,NorthBuildings_NoColliders,-0.3851082,-0.110858,0.916189,23.62486
1767829623972,4.724751,1486,60,Eye Hit,-35.85646,0.5720776,4.026345,477.6744,722.1765,30.64615,-0.9833223,-0.02773196,0.1797448,33.47176,Vehicle.SportCar.Body-SportCar3.Body,-26.82981,3.394657,13.8,720.6047,792,28.69661,-0.8323932,0.06601277,0.5502399,-2.942948,1.500315,-1.990021,28.69661,NorthBuildings_NoColliders,-0.3864775,-0.1110998,0.9155829,23.71136
1767829623982,4.73588,1487,60,Eye Hit,-35.67152,0.5770965,3.992651,477.1525,722.2386,30.46503,-0.9833223,-0.02773196,0.1797449,33.28432,Vehicle.SportCar.Body-SportCar3.Body,-26.79222,3.394617,13.8,720.6055,792,28.66586,-0.8319967,0.06608842,0.5508302,-2.942315,1.500136,-1.990026,28.66586,NorthBuildings_NoColliders,-0.3871924,-0.1109662,0.915297,23.75206
1767829623997,4.749868,1488,60,Eye Hit,-35.48676,0.5821678,3.958994,476.5815,722.6693,30.28516,-0.9833223,-0.02773196,0.1797445,33.09701,Vehicle.SportCar.Body-SportCar3.Body,-26.75316,3.38036,13.8,720.6062,792,28.63292,-0.8316103,0.06567079,0.5514632,-2.94173,1.500013,-1.990005,28.63292,NorthBuildings_NoColliders,-0.387998,-0.1102504,0.9150423,23.78827
1767829624011,4.763685,1489,60,Eye Hit,-35.32098,0.678723,3.912284,475.4948,725.0903,30.11872,-0.9834834,-0.02494457,0.1792712,32.92358,Vehicle.SportCar.Body-SportCar3.Body,-26.70407,3.351045,13.8,720.6072,792,28.59062,-0.8311425,0.06474352,0.5522775,-2.941187,1.499988,-1.989957,28.59062,NorthBuildings_NoColliders,-0.3896311,-0.1063733,0.9148074,23.82161
1767829624022,4.775888,1490,60,Eye Hit,-35.13704,0.6833649,3.87893,474.8228,725.6914,29.93854,-0.9834835,-0.02494445,0.1792707,32.73701,Vehicle.SportCar.Body-SportCar3.Body,-26.65659,3.325044,13.8,720.6079,792,28.54981,-0.8306834,0.06392588,0.553063,-2.94073,1.499972,-1.989849,28.54982,NorthBuildings_NoColliders,-0.3905808,-0.1053841,0.9145167,23.86281
1767829624037,4.790083,1491,60,Eye Hit,-34.96198,0.6794193,3.895046,475.0695,726.2046,29.79123,-0.9832172,-0.0251926,0.180691,32.56822,Vehicle.SportCar.Body-SportCar3.Body,-26.60191,3.293331,13.8,720.6089,792,28.50266,-0.8301528,0.06292164,0.5539741,-2.940354,1.499898,-1.98973,28.50265,NorthBuildings_NoColliders,-0.3902857,-0.1045933,0.9147335,23.8321
1767829624050,4.80307,1492,60,Eye Hit,-34.77914,0.68398,3.861653,474.4386,726.785,29.61258,-0.9832172,-0.02519271,0.1806908,32.38256,Vehicle.SportCar.Body-SportCar3.Body,-26.55651,3.265351,13.8,720.6098,792,28.4634,-0.8297135,0.06202937,0.5547323,-2.940042,1.499785,-1.989569,28.4634,NorthBuildings_NoColliders,-0.3911777,-0.1036397,0.914461,23.87071
1767829624064,4.817434,1493,60,Eye Hit,-34.59745,0.6885213,3.828491,473.9619,727.632,29.43913,-0.9832172,-0.02519271,0.1806908,32.19805,Vehicle.SportCar.Body-SportCar3.Body,-26.5243,3.228954,13.8,720.6104,792,28.43456,-0.8294313,0.060816,0.5552885,-2.939783,1.499677,-1.98939,28.43457,NorthBuildings_NoColliders,-0.3918781,-0.1022774,0.9143146,23.89144
1767829624078,4.830967,1494,60,Eye Hit,-34.47555,0.621148,4.114786,480.2866,727.4939,29.49413,-0.9814117,-0.02733861,0.1899569,32.13325,Vehicle.SportCar.Body-SportCar3.Body,-26.51678,3.197259,13.8,720.6106,792,28.42643,-0.8294104,0.05972022,0.5554386,-2.939604,1.499626,-1.98914,28.42644,NorthBuildings_NoColliders,-0.3833114,-0.1028952,0.9178698,23.38338
1767829624091,4.844437,1495,60,Eye Hit,-34.28904,0.6262758,4.078887,480.0472,728.1089,29.31838,-0.9814118,-0.02733849,0.1899568,31.94331,Vehicle.SportCar.Body-SportCar3.Body,-26.50172,3.172976,13.8,720.6108,792,28.41249,-0.8292909,0.05889729,0.5557047,-2.939501,1.499557,-1.988955,28.41249,NorthBuildings_NoColliders,-0.3836806,-0.1019093,0.9178256,23.38975
1767829624106,4.85861,1496,60,Eye Hit,-33.92318,0.5652876,4.091721,481.8088,727.1456,29.01923,-0.9808531,-0.02957235,0.1924904,31.58851,Vehicle.SportCar.Body-SportCar3.Body,-26.49987,3.160006,13.8,720.611,792,28.4101,-0.8292958,0.05845005,0.5557445,-2.939496,1.499434,-1.988757,28.4101,NorthBuildings_NoColliders,-0.3812283,-0.1035404,0.9186643,23.26839
